연도,시도,시군구,계약종별, 1월(kWh) , 2월(kWh) , 3월(kWh) , 4월(kWh) , 5월(kWh) , 6월(kWh) 
2020,전라북도,남원시,심 야,5682724,5700612,4633626,3860733,2634311,1417714
2020,전라북도,김제시,주택용,9552077,9626411,8713832,8669306,8189927,8079362
2020,전라북도,김제시,일반용,15997308,15708327,13722638,13008450,11783898,12287706
2020,전라북도,김제시,교육용,1382806,1178006,980414,836894,693712,673278
2020,전라북도,김제시,산업용,39855346,38281670,39554792,36790180,33657375,37585854
2020,전라북도,김제시,농사용,22082058,21914229,19565633,18062844,16336160,17271355
2020,전라북도,김제시,가로등,847761,762869,711286,648764,592414,543625
2020,전라북도,김제시,심 야,10603132,10716181,8380714,6726964,4520866,2395202
2020,전라북도,완주군,주택용,10727722,10763575,9748022,9816262,9156024,9248255
2020,전라북도,완주군,일반용,22388620,21919979,19468022,18120566,17403256,19961561
2020,전라북도,완주군,교육용,2468027,2212645,1679358,1507375,1271219,1476330
2020,전라북도,완주군,산업용,88743609,86294872,96301222,90201965,84883996,92963815
2020,전라북도,완주군,농사용,11986880,11637854,10883403,9135760,7829821,8484756
2020,전라북도,완주군,가로등,1901076,1834800,1820759,1897399,1816673,1829827
2020,전라북도,완주군,심 야,11784162,11849002,9505651,7774980,5199175,2708372
2020,전라북도,진안군,주택용,2617238,2671734,2419284,2470951,2337539,2250641
2020,전라북도,진안군,일반용,4875960,4729075,3954785,3518352,3139257,3226403
2020,전라북도,진안군,교육용,460649,383935,297237,265620,207713,215723
2020,전라북도,진안군,산업용,2832451,2792952,2784597,2771630,2563461,2700224
2020,전라북도,진안군,농사용,5609441,5575786,5105485,4644377,3796157,3833581
2020,전라북도,진안군,가로등,788101,765390,771371,805403,782200,773263
2020,전라북도,진안군,심 야,3734517,3842292,3110601,2630053,1887468,976214
2020,전라북도,무주군,주택용,2821004,2898846,2617407,2665570,2519603,2478838
2020,전라북도,무주군,일반용,12104275,9808927,6658304,5551906,5004842,5099870
2020,전라북도,무주군,교육용,505103,401263,305212,279841,232009,297051
2020,전라북도,무주군,산업용,2849035,2765422,2574472,2587066,2443756,2509679
2020,전라북도,무주군,농사용,1997212,2046340,1909682,1939045,1977119,2277718
2020,전라북도,무주군,가로등,774375,738382,728945,742551,711114,678739
2020,전라북도,무주군,심 야,3891396,3973173,3242468,2525931,1852798,1063537
2020,전라북도,장수군,주택용,2408845,2496955,2256266,2294232,2174240,2097705
2020,전라북도,장수군,일반용,4009263,3914270,3368773,3123477,2708122,2733200
2020,전라북도,장수군,교육용,405794,386823,288698,268939,197505,200923
2020,전라북도,장수군,산업용,3218146,3019596,2956854,3069345,2865135,3049543
2020,전라북도,장수군,농사용,9298461,8954502,7341035,6259852,4802152,4055584
2020,전라북도,장수군,가로등,633423,636894,650148,674410,681348,700495
2020,전라북도,장수군,심 야,3989768,4019224,3239893,2636423,1954019,1063984
2020,전라북도,임실군,주택용,2815163,2902850,2596360,2635474,2474753,2415093
2020,전라북도,임실군,일반용,5811406,5638507,4889947,4516255,3999072,4255630
2020,전라북도,임실군,교육용,390139,345028,275319,260764,197477,229574
2020,전라북도,임실군,산업용,9265468,9548248,9672293,9228460,8867135,8391385
2020,전라북도,임실군,농사용,7317952,7142353,5841528,5319102,4596927,4687950
2020,전라북도,임실군,가로등,801872,789107,796547,852598,820869,804010
2020,전라북도,임실군,심 야,3149263,3193663,2556162,2104714,1525067,788945
2020,전라북도,순창군,주택용,2980983,3062575,2768895,2838281,2679723,2652185
2020,전라북도,순창군,일반용,4586788,4454711,3788658,3511223,3202029,3451406
2020,전라북도,순창군,교육용,441309,424749,312675,286468,217680,289353
2020,전라북도,순창군,산업용,7200518,7150455,7304456,7367119,7063289,7533702
2020,전라북도,순창군,농사용,4750955,4798797,4731124,4766026,4808588,6104453
2020,전라북도,순창군,가로등,420539,374953,354888,311230,291495,283547
2020,전라북도,순창군,심 야,2832948,2914109,2362032,2002983,1393192,728171
2020,전라북도,고창군,주택용,6353888,6492350,5851381,5952672,5592778,5514941
2020,전라북도,고창군,일반용,10664559,10352712,8887635,8587755,7968019,8141619
2020,전라북도,고창군,교육용,1061293,813127,661571,542149,422494,487848
2020,전라북도,고창군,산업용,7691590,7197185,7717569,7829882,7719680,8112489
2020,전라북도,고창군,농사용,24806452,24841852,22900751,23304280,20732980,20762444
2020,전라북도,고창군,가로등,1159772,1059781,1026349,960796,899680,844432
2020,전라북도,고창군,심 야,6304402,6552547,5333290,4578459,3150080,1639658
2020,전라북도,부안군,주택용,5893169,6011459,5396667,5387164,5183595,5158317
2020,전라북도,부안군,일반용,12844884,12587848,10797031,10162182,9470174,9579477
2020,전라북도,부안군,교육용,969385,816526,642238,548936,445236,475430
2020,전라북도,부안군,산업용,10351725,9778493,9928868,9590216,9279062,10165395
2020,전라북도,부안군,농사용,9068301,9184218,8636171,8417367,6544439,8272149
2020,전라북도,부안군,가로등,941629,871001,819816,740165,685553,636431
2020,전라북도,부안군,심 야,5221431,5376543,4318082,3690301,2677781,1539841
2020,전라북도,전주시,주택용,84896422,86345635,79784992,81958778,76942178,78825598
2020,전라북도,전주시,일반용,125371387,121392575,105003495,97137832,91602778,103833333
2020,전라북도,전주시,교육용,15069396,13942454,10905930,8921427,7395111,9283511
2020,전라북도,전주시,산업용,156419436,149412333,154798773,150916608,148387869,140090126
2020,전라북도,전주시,농사용,5331682,4952634,4501570,3677239,3000720,2589291
2020,전라북도,전주시,가로등,3826553,3628230,3292167,3176192,2875635,2722450
2020,전라북도,전주시,심 야,13121220,12969766,10577719,8375038,5476304,3244679
2020,전라남도,목포시,주택용,29779107,30118856,27814161,28521418,26621088,26587899
2020,전라남도,목포시,일반용,47033395,46885783,41568623,38372249,34965204,37002326
2020,전라남도,목포시,교육용,3474282,2877634,2210593,1968197,1726528,2016822
2020,전라남도,목포시,산업용,9214746,9536805,9972355,9745142,8579501,8619987
2020,전라남도,목포시,농사용,3267861,4327631,4509273,1862693,479170,213263
2020,전라남도,목포시,가로등,1362901,1306953,1183938,1136148,1020030,991125
2020,전라남도,목포시,심 야,2410811,2491377,2114091,1704399,1053317,600125
2020,전라남도,여수시,주택용,34779691,35182037,32438156,32840320,30914608,31239523
2020,전라남도,여수시,일반용,60439172,58935322,51002894,48644377,46656825,50637920
2020,전라남도,여수시,교육용,3945302,2984457,2507284,2373674,2029263,2654550
2020,전라남도,여수시,산업용,1089109559,1017243591,1061144699,1039292179,1049398063,1028109146
2020,전라남도,여수시,농사용,8407188,6410142,5620124,5175975,4569326,4837828
2020,전라남도,여수시,가로등,2412396,2348625,2217791,2225524,2015737,1918028
2020,전라남도,여수시,심 야,7989016,8043749,6664664,5624001,4077588,2411386
2020,전라남도,순천시,주택용,34569274,35112893,32525564,33207227,31183662,31710205
2020,전라남도,순천시,일반용,51201868,49284358,42438882,40575231,38528368,43170086
2020,전라남도,순천시,교육용,5054859,4270220,3448020,3011906,2587645,3057121
2020,전라남도,순천시,산업용,82606981,80277649,74318540,74512452,71934883,73086179
2020,전라남도,순천시,농사용,6727667,6580577,5959702,5926786,5624871,6595963
2020,전라남도,순천시,가로등,2400243,2319940,2263311,2323493,2190218,2190133
2020,전라남도,순천시,심 야,5886987,5851904,4829955,4037319,2813037,1631411
2020,전라남도,나주시,주택용,14516346,14593054,13641810,13675963,13073754,13452642
2020,전라남도,나주시,일반용,27142377,26019830,23393337,21949107,20948226,23434025
2020,전라남도,나주시,교육용,2628892,2154700,1720895,1500503,1247418,1561051
2020,전라남도,나주시,산업용,43564308,40587859,42338357,41750520,41935942,43256439
2020,전라남도,나주시,농사용,24938930,24735624,22169925,19972396,17598249,20690488
2020,전라남도,나주시,가로등,2376435,2239889,2131317,2072993,1891214,1760354
2020,전라남도,나주시,심 야,4094797,4187199,3383806,2891298,2022159,1192277
2020,전라남도,광양시,주택용,17576611,17611010,16542008,16738448,15836767,16319034
2020,전라남도,광양시,일반용,26128802,25070321,21979566,20742742,19814183,21794402
2020,전라남도,광양시,교육용,1689404,1323325,996801,892211,802925,1197638
2020,전라남도,광양시,산업용,300800477,177430267,218676429,258323966,236156119,147804609
2020,전라남도,광양시,농사용,6491234,5571204,4279209,3680571,2775917,2530738
2020,전라남도,광양시,가로등,1267950,1239283,1142396,1163344,1072679,1036545
2020,전라남도,광양시,심 야,3567908,3587171,2953948,2396651,1591523,804967
2020,전라남도,담양군,주택용,4633187,4719132,4178815,4176391,3923742,3897009
2020,전라남도,담양군,일반용,11374589,11163238,9802465,9499450,8606635,8784578
2020,전라남도,담양군,교육용,881915,655048,486194,403585,347274,469112
2020,전라남도,담양군,산업용,18274523,17469952,17115031,17619326,16206572,17456766
2020,전라남도,담양군,농사용,11375221,11312659,9189886,7786081,6319749,6702760
2020,전라남도,담양군,가로등,666382,631994,619117,613957,584797,573905
2020,전라남도,담양군,심 야,4219662,4280265,3397021,2851744,1973665,1029698
2020,전라남도,곡성군,주택용,3155244,3227938,2882766,2935663,2768596,2699766
2020,전라남도,곡성군,일반용,5124325,4985279,4428851,4262317,3910936,3917568
2020,전라남도,곡성군,교육용,889111,674446,534381,471899,364125,453605
2020,전라남도,곡성군,산업용,16772169,16915776,16996183,14065004,13568539,18968155
2020,전라남도,곡성군,농사용,6056053,6528716,5964592,5594293,4977136,6228441
2020,전라남도,곡성군,가로등,651537,601136,579092,542406,505251,486260
2020,전라남도,곡성군,심 야,2660676,2727630,2159046,1768781,1218760,623421
2020,전라남도,구례군,주택용,2998004,3055275,2765275,2815557,2623887,2563687
2020,전라남도,구례군,일반용,6317309,5946115,5233549,4818959,4427997,4464906
2020,전라남도,구례군,교육용,423479,331481,267858,204577,179323,193936
2020,전라남도,구례군,산업용,1905860,1879521,1870323,1950518,1916098,1969737
2020,전라남도,구례군,농사용,2997510,2798278,2526427,2491098,2488694,2992890
2020,전라남도,구례군,가로등,642022,624990,659568,652761,642815,617959
2020,전라남도,구례군,심 야,2182754,2158065,1771598,1512732,1057443,588783
2020,전라남도,고흥군,주택용,7886734,8110343,7247364,7339634,6974903,6782504
2020,전라남도,고흥군,일반용,10075645,10099407,8915960,8618264,7941262,8060273
2020,전라남도,고흥군,교육용,1017141,735857,611324,538261,548266,605768
2020,전라남도,고흥군,산업용,5492837,5386156,5476039,6041658,5413319,5841018
2020,전라남도,고흥군,농사용,30862444,30959256,29200557,19794524,10869638,11714610
2020,전라남도,고흥군,가로등,675159,619312,581011,557609,510869,486879
2020,전라남도,고흥군,심 야,2749119,2852655,2391074,2045604,1544631,946924
2020,전라남도,보성군,주택용,4765732,4823771,4351690,4457629,4214939,4114547
2020,전라남도,보성군,일반용,7856822,7633116,6500989,6055944,5612631,5729847
2020,전라남도,보성군,교육용,794667,547028,421490,342334,309503,379115
2020,전라남도,보성군,산업용,4255417,4065366,4115795,4304048,3814951,3991819
2020,전라남도,보성군,농사용,7178757,7131903,6206127,6045803,5228028,6120086
2020,전라남도,보성군,가로등,899879,887436,863845,932961,881430,932725
2020,전라남도,보성군,심 야,2819146,2746971,2279583,2015799,1486709,893476
2020,전라남도,화순군,주택용,7002700,7196739,6496142,6624485,6276483,6303398
2020,전라남도,화순군,일반용,14236495,13986516,12274580,11489893,10897734,11636371
2020,전라남도,화순군,교육용,1383492,1141711,986244,828241,747002,953911
2020,전라남도,화순군,산업용,10318264,9793013,10198635,10063786,9458661,10987301
2020,전라남도,화순군,농사용,14493546,14339618,11966256,10976289,7835031,6804926
2020,전라남도,화순군,가로등,917805,883082,856977,858187,840709,794882
2020,전라남도,화순군,심 야,2737564,2786709,2192751,1834254,1308588,696755
2020,전라남도,장흥군,주택용,4383598,4456765,4048488,4133519,3903418,3815543
2020,전라남도,장흥군,일반용,6907698,6862854,5806018,5467641,5004875,5132329
2020,전라남도,장흥군,교육용,514674,366642,291107,271740,242037,288481
2020,전라남도,장흥군,산업용,5287087,5080564,5054408,5331599,5228503,5379119
2020,전라남도,장흥군,농사용,13295375,14442362,14985302,15291711,9578890,9341622
2020,전라남도,장흥군,가로등,808463,779056,764001,774407,738737,737545
2020,전라남도,장흥군,심 야,2014964,2044208,1696929,1436143,1024941,629233
2020,전라남도,강진군,주택용,4047623,4121466,3727672,3813934,3578261,3516123
2020,전라남도,강진군,일반용,6509131,6455112,5533220,5183641,4705772,4906222
2020,전라남도,강진군,교육용,723872,511996,440271,444379,334203,440761
2020,전라남도,강진군,산업용,4924585,4791484,4870914,4901695,4684676,5004462
2020,전라남도,강진군,농사용,16366586,16468893,15863729,15520261,11112794,10389379
2020,전라남도,강진군,가로등,404520,386835,368367,387427,366799,368256
2020,전라남도,강진군,심 야,2155546,2159446,1786324,1508805,1065988,664478
2020,전라남도,해남군,주택용,8161325,8328956,7458042,7514429,7049258,6902872
2020,전라남도,해남군,일반용,13660329,13376051,11637879,10893963,9888118,10233238
2020,전라남도,해남군,교육용,881879,680493,546821,475516,426691,499569
2020,전라남도,해남군,산업용,8803852,8704232,8393101,7914947,7358061,7756574
2020,전라남도,해남군,농사용,36962981,45525225,43846843,41899990,21726000,22163093
2020,전라남도,해남군,가로등,536177,505551,474469,462283,425855,392825
2020,전라남도,해남군,심 야,3421156,3500682,2868933,2457967,1775828,1199785
2020,전라남도,영암군,주택용,6784812,6842909,6287026,6334031,5927387,5856069
2020,전라남도,영암군,일반용,12411966,12417802,11170942,10664039,9431536,9470694
2020,전라남도,영암군,교육용,1183267,932585,818080,664643,608481,686643
2020,전라남도,영암군,산업용,65379047,66103469,66749436,61998107,61151690,66875804
2020,전라남도,영암군,농사용,13650554,13947482,12909210,13332844,12323543,18240950
2020,전라남도,영암군,가로등,754721,710931,670744,651383,594256,555109
2020,전라남도,영암군,심 야,3706511,3822143,3121878,2658124,1847227,1022383
2020,전라남도,무안군,주택용,10300333,10369539,9800820,9887045,9418189,9819092
2020,전라남도,무안군,일반용,16819373,16582455,14441037,13379888,12224945,13113386
2020,전라남도,무안군,교육용,2332658,2103958,1793124,1554387,1369682,1673067
2020,전라남도,무안군,산업용,9376814,8738049,8994598,8935909,8262801,8978952
2020,전라남도,무안군,농사용,14986342,15388508,14939416,14119008,12830951,14461878
2020,전라남도,무안군,가로등,1297366,1244325,1198678,1179087,1082202,1018006
2020,전라남도,무안군,심 야,3100834,3123043,2621365,2243615,1532130,884350
2020,전라남도,함평군,주택용,3348898,3409722,3072438,3164924,2970293,2921064
2020,전라남도,함평군,일반용,5113245,5087126,4456099,4315022,3911609,4030215
2020,전라남도,함평군,교육용,746971,572412,467503,415141,337899,444384
2020,전라남도,함평군,산업용,7270876,6887416,7192119,7402374,6267194,6370977
2020,전라남도,함평군,농사용,14539511,15384318,14131520,13848020,11839268,12584306
2020,전라남도,함평군,가로등,701702,663383,629730,649306,611914,593893
2020,전라남도,함평군,심 야,2400546,2460047,2049588,1781430,1250580,694213
2020,전라남도,영광군,주택용,6152282,6240637,5671606,5782885,5465415,5352249
2020,전라남도,영광군,일반용,10621924,10445542,9260151,8613905,7869990,8043243
2020,전라남도,영광군,교육용,901468,695145,516039,490765,401704,480279
2020,전라남도,영광군,산업용,5469546,39126217,27253113,30636715,31439640,35484974
2020,전라남도,영광군,농사용,15056494,16305523,15623564,14940435,12730960,13076743
2020,전라남도,영광군,가로등,668818,642266,614788,591219,559579,533544
2020,전라남도,영광군,심 야,5530978,5615346,4652154,4068353,2849449,1612508
2020,전라남도,장성군,주택용,4686893,4748503,4302512,4320952,4056088,3989983
2020,전라남도,장성군,일반용,9903054,9671544,8774433,8164446,7361254,7727638
2020,전라남도,장성군,교육용,687804,475976,385520,325515,269981,342757
2020,전라남도,장성군,산업용,28579570,26059198,31300546,29843737,28530689,29420022
2020,전라남도,장성군,농사용,8633248,8579508,7657376,6922428,6452621,6770017
2020,전라남도,장성군,가로등,989760,977637,994831,1046213,1028981,1000259
2020,전라남도,장성군,심 야,3262926,3314455,2672958,2299192,1582863,1006632
2020,전라남도,완도군,주택용,5905375,5947203,5364742,5420125,5107315,4993329
2020,전라남도,완도군,일반용,9840980,9834183,8641393,8217277,7626258,7661413
2020,전라남도,완도군,교육용,683094,553294,402893,384895,395095,442222
2020,전라남도,완도군,산업용,3220213,3088238,3206272,3527338,3275471,3426576
2020,전라남도,완도군,농사용,55075396,59530721,70340750,87312017,76244288,65896070
2020,전라남도,완도군,가로등,350957,319944,295645,283418,254508,237636
2020,전라남도,완도군,심 야,4634535,4824354,3969687,3377155,2566428,1676077
2020,전라남도,진도군,주택용,3769043,3836836,3467625,3504172,3262946,3193600
2020,전라남도,진도군,일반용,6222031,6160267,5394553,5058530,4863559,4968135
2020,전라남도,진도군,교육용,355803,291559,224495,215212,189637,228815
2020,전라남도,진도군,산업용,1795463,1806259,1695849,1822900,1763734,1785727
2020,전라남도,진도군,농사용,14217501,15559316,15915307,17506366,13195114,13946363
2020,전라남도,진도군,가로등,590582,535028,511180,464280,435440,406893
2020,전라남도,진도군,심 야,2544852,2661061,2227329,1936471,1480018,954943
2020,전라남도,신안군,주택용,3751127,3830321,3508013,3588987,3395100,3325767
2020,전라남도,신안군,일반용,6335066,6398421,5583249,5299356,4883847,4751286
2020,전라남도,신안군,교육용,486705,341801,295871,278582,240772,285640
2020,전라남도,신안군,산업용,2303079,2276491,2105698,2488755,2288384,2462587
2020,전라남도,신안군,농사용,8440678,9317363,9460594,10502679,7416908,7620393
2020,전라남도,신안군,가로등,408852,390338,366741,323834,296940,277256
2020,전라남도,신안군,심 야,3878943,4162959,3618013,3168451,2349481,1460436
2020,경상북도,경주시,주택용,33695265,33817092,31615503,31664960,29619271,29738321
2020,경상북도,경주시,일반용,64594924,60904645,48891488,45597198,45243090,50474274
2020,경상북도,경주시,교육용,4466069,3827120,2903871,2436124,2118093,2845995
2020,경상북도,경주시,산업용,204314900,197924131,207680392,207803691,195914004,192060241
2020,경상북도,경주시,농사용,14475395,14376338,12233832,10686553,9915805,12190707
2020,경상북도,경주시,가로등,2850529,2735347,2633315,2634950,2506132,2464626
2020,경상북도,경주시,심 야,16485638,16462067,13083844,10482041,7294796,4231854
2020,경상북도,김천시,주택용,17152109,17302853,15951988,16121253,15023287,15234562
2020,경상북도,김천시,일반용,27707072,26245698,22208986,20537530,20012532,22641881
2020,경상북도,김천시,교육용,2688642,2307013,1639862,1225777,1006912,1218666
2020,경상북도,김천시,산업용,131882409,127590511,123582901,118026378,113710921,119448620
2020,경상북도,김천시,농사용,14497518,13920929,12635500,12920307,11848649,12528523
2020,경상북도,김천시,가로등,1963154,1891198,1743226,1693359,1553223,1508376
2020,경상북도,김천시,심 야,11655771,11480135,9025512,6943627,4683551,2878652
2020,경상북도,안동시,주택용,20414615,20497940,19151940,19137734,18049964,17977744
2020,경상북도,안동시,일반용,38181482,36065562,29216603,26772573,24955509,27374843
2020,경상북도,안동시,교육용,4578669,4025075,2848383,2228211,1726240,2108070
2020,경상북도,안동시,산업용,23142350,21675637,22212513,22546277,21608311,22888084
2020,경상북도,안동시,농사용,11564370,11304661,10073232,9109829,9443833,10991720
2020,경상북도,안동시,가로등,1412519,1392681,1353820,1398511,1318627,1262924
2020,경상북도,안동시,심 야,12275493,11837030,9412667,7372523,4953792,2951907
2020,경상북도,구미시,주택용,51118694,51110796,48114791,48377240,45150362,47343802
2020,경상북도,구미시,일반용,70020939,66660590,53572806,49754683,48622352,55945773
2020,경상북도,구미시,교육용,6755014,5727871,4081819,3283371,2626162,4098810
2020,경상북도,구미시,산업용,666166742,633888863,665944671,610741130,604180938,615254476
2020,경상북도,구미시,농사용,7463880,7395063,6561761,5738181,6797600,9501084
2020,경상북도,구미시,가로등,2377777,2252594,2045221,1960955,1778243,1690671
2020,경상북도,구미시,심 야,9152900,8945209,7051632,5365114,3590804,1961652
2020,경상북도,영주시,주택용,12966794,12897669,12075612,11962775,11268256,11228616
2020,경상북도,영주시,일반용,21377262,20304161,16583569,15224445,13974831,14928797
2020,경상북도,영주시,교육용,2277602,1742272,1347291,996122,894042,1146243
2020,경상북도,영주시,산업용,83927230,83556482,87690783,85645943,84301675,80427441
2020,경상북도,영주시,농사용,8281306,8002443,7224953,6991906,6923985,7618651
2020,경상북도,영주시,가로등,967715,910285,858132,834467,787122,734520
2020,경상북도,영주시,심 야,9446936,9104735,7382543,5740682,3972243,2014966
2020,경상북도,영천시,주택용,11822041,11954992,11017629,11117842,10309548,10356325
2020,경상북도,영천시,일반용,19613564,18671407,15346284,14797530,13835026,15001207
2020,경상북도,영천시,교육용,2059487,1942222,1528712,1329889,1019724,1325011
2020,경상북도,영천시,산업용,84128952,78575455,82729147,77937606,61917126,66425121
2020,경상북도,영천시,농사용,14382442,13782966,12493602,12776703,11889052,14245243
2020,경상북도,영천시,가로등,1250128,1203692,1141184,1136014,1059312,1039609
2020,경상북도,영천시,심 야,7034917,6964303,5517545,4546691,3079986,1641335
2020,경상북도,상주시,주택용,11570298,11718272,10741009,10868453,10151331,10111672
2020,경상북도,상주시,일반용,17202539,16390883,13442897,12485210,11647908,12603167
2020,경상북도,상주시,교육용,2592538,2188509,1732339,1303566,1159009,1398354
2020,경상북도,상주시,산업용,12704533,12463952,12774300,12673034,12338506,13069203
2020,경상북도,상주시,농사용,19787030,18340388,15483620,14385505,15558892,16368942
2020,경상북도,상주시,가로등,1725056,1657656,1630201,1662015,1549292,1521508
2020,경상북도,상주시,심 야,10130307,9945868,7980071,6284047,4229649,2183708
2020,경상북도,문경시,주택용,8555600,8633422,7963928,7978707,7503927,7392140
2020,경상북도,문경시,일반용,16352806,15300127,12586786,11322868,10438575,11067550
2020,경상북도,문경시,교육용,1401735,1194314,828580,633916,549890,732207
2020,경상북도,문경시,산업용,16477502,15208076,15881637,15831568,14740016,14917386
2020,경상북도,문경시,농사용,6231166,6139578,5516805,5335292,5201903,6028122
2020,경상북도,문경시,가로등,1228928,1174164,1186556,1147750,1112852,1052727
2020,경상북도,문경시,심 야,7879514,7709095,6373730,4976065,3510806,1965490
2020,경상북도,경산시,주택용,33624670,34114476,31691488,32215353,30124593,31231047
2020,경상북도,경산시,일반용,45762257,43848135,35376563,33291855,32783567,36844166
2020,경상북도,경산시,교육용,10047027,8658181,6761602,5299888,4992080,6523685
2020,경상북도,경산시,산업용,140070299,133101183,136724818,126917182,106545198,115056624
2020,경상북도,경산시,농사용,6918563,6975599,5976080,5816130,5423560,6569812
2020,경상북도,경산시,가로등,1970318,1835510,1685164,1587603,1461312,1379896
2020,경상북도,경산시,심 야,9977452,9686526,7607301,5868216,3882438,2010296
2020,경상북도,군위군,주택용,2510721,2532822,2327976,2344010,2195854,2142805
2020,경상북도,군위군,일반용,5542432,5308006,4312665,4117337,3821697,4052307
2020,경상북도,군위군,교육용,378121,329895,233512,194023,168060,178786
2020,경상북도,군위군,산업용,12902152,12475387,12376207,11842308,10428435,10500085
2020,경상북도,군위군,농사용,6583845,6377309,5686634,5298145,4741732,5452248
2020,경상북도,군위군,가로등,409436,410535,388800,412592,401839,425541
2020,경상북도,군위군,심 야,2550570,2569866,2077712,1647432,1142544,566634
2020,경상북도,의성군,주택용,6073065,6127894,5466604,5599507,5257599,5023865
2020,경상북도,의성군,일반용,8720235,8450798,6811403,6434948,5732560,5942930
2020,경상북도,의성군,교육용,727232,555490,410067,317322,266800,278761
2020,경상북도,의성군,산업용,7228332,6857603,6827144,6503516,5429685,5397640
2020,경상북도,의성군,농사용,8978827,8829584,8165010,8734237,12041864,16636123
2020,경상북도,의성군,가로등,943248,1095600,1103371,1181274,1159549,1170896
2020,경상북도,의성군,심 야,6190219,6095271,4865488,3888008,2572733,1256691
2020,경상북도,청송군,주택용,2986948,3028063,2787391,2835865,2646733,2573350
2020,경상북도,청송군,일반용,6505173,6205525,4938889,4515162,4174891,4271889
2020,경상북도,청송군,교육용,421956,328605,262016,197638,167878,171811
2020,경상북도,청송군,산업용,1725903,1716727,1607427,1603461,1516230,1474654
2020,경상북도,청송군,농사용,3427702,3659442,3291021,3330262,3498658,3957520
2020,경상북도,청송군,가로등,773341,732099,716227,718720,689689,680067
2020,경상북도,청송군,심 야,4285253,4249480,3376066,2794118,2005116,1130069
2020,경상북도,영양군,주택용,2036279,2074398,1900470,1959800,1855867,1811168
2020,경상북도,영양군,일반용,3142001,3068147,2571278,2317407,2033102,2008162
2020,경상북도,영양군,교육용,261057,230141,165572,132822,104002,113920
2020,경상북도,영양군,산업용,1002987,1012412,918205,912194,799576,1023819
2020,경상북도,영양군,농사용,1211947,1547977,1422409,1149703,1087256,1377904
2020,경상북도,영양군,가로등,193708,183683,173371,159319,150046,140700
2020,경상북도,영양군,심 야,4169285,4093629,3276305,2529005,1728513,1011980
2020,경상북도,영덕군,주택용,4423312,4442092,4047496,4064090,3754708,3652510
2020,경상북도,영덕군,일반용,12278160,11772716,9452666,9206775,8767542,9352928
2020,경상북도,영덕군,교육용,382740,318740,229739,199498,153730,198423
2020,경상북도,영덕군,산업용,4438049,4084175,3848002,4171805,4139896,4196291
2020,경상북도,영덕군,농사용,2703925,2643640,2457093,2533196,2593885,3167688
2020,경상북도,영덕군,가로등,881128,849717,843640,925824,903619,907435
2020,경상북도,영덕군,심 야,3506445,3531819,2753069,2296453,1532090,909272
2020,경상북도,청도군,주택용,4831549,4933810,4454945,4503473,4225517,4123881
2020,경상북도,청도군,일반용,9217751,8966157,6878516,6352409,6184402,6556332
2020,경상북도,청도군,교육용,578211,469125,349099,282197,241827,296672
2020,경상북도,청도군,산업용,8456381,7947511,7480111,7362905,6525252,6406539
2020,경상북도,청도군,농사용,18384096,17190794,15200767,14714408,13781503,15263245
2020,경상북도,청도군,가로등,811641,761373,716551,668681,632692,605376
2020,경상북도,청도군,심 야,4313205,4232058,3360103,2717717,1896357,970087
2020,경상북도,고령군,주택용,3592429,3622390,3316814,3316858,3057126,3028145
2020,경상북도,고령군,일반용,6446446,6248091,5304030,5052989,4807032,5232020
2020,경상북도,고령군,교육용,354207,349524,224317,189401,166888,267628
2020,경상북도,고령군,산업용,86030610,87026352,88725874,83911981,73011374,73199061
2020,경상북도,고령군,농사용,7727508,7432785,6073143,5587086,5165416,7327976
2020,경상북도,고령군,가로등,559642,554929,552800,594072,592667,604123
2020,경상북도,고령군,심 야,3541515,3543693,2771074,2109702,1413745,712410
2020,경상북도,성주군,주택용,4530658,4600704,4165798,4150678,3783176,3804893
2020,경상북도,성주군,일반용,9602112,9026984,7464882,6796483,6289588,6795705
2020,경상북도,성주군,교육용,430860,363636,236076,205271,172129,254796
2020,경상북도,성주군,산업용,67254180,66003923,65800863,62388051,48914657,50013041
2020,경상북도,성주군,농사용,9096638,8999030,8240505,8104062,7360275,7835607
2020,경상북도,성주군,가로등,704222,601504,583813,573709,540477,532530
2020,경상북도,성주군,심 야,4796343,4778713,3816749,3005952,1963682,985046
2020,경상북도,칠곡군,주택용,14047053,14007695,13031773,12897688,11996392,12491625
2020,경상북도,칠곡군,일반용,28473827,27465878,22864137,21804542,20599262,23475797
2020,경상북도,칠곡군,교육용,1541666,1393070,1022644,941193,803756,1254756
2020,경상북도,칠곡군,산업용,120379809,116303633,116841335,106900795,82782182,86989322
2020,경상북도,칠곡군,농사용,6550743,6309406,5270390,4918134,4888402,5542733
2020,경상북도,칠곡군,가로등,1809275,1717717,1611152,1522790,1399228,1322842
2020,경상북도,칠곡군,심 야,6716872,6538604,5314052,3961645,2528845,1282004
2020,경상북도,예천군,주택용,7456103,7512131,7004793,7037656,6681950,6891518
2020,경상북도,예천군,일반용,9710120,9390450,7689043,7085322,6241566,7105410
2020,경상북도,예천군,교육용,954304,751475,562550,423755,324315,385408
2020,경상북도,예천군,산업용,4550750,4106132,3844060,3694257,3530838,3951511
2020,경상북도,예천군,농사용,5625556,5792141,5146433,4712617,5888665,7852245
2020,경상북도,예천군,가로등,558899,516601,478939,438084,408694,379302
