기간,자치구,합계,주택용,일반용,교육용,산업용,농사용,가로등,심야
2019.06,강서구,"196,949","60,979","106,012","3,050","23,599",507,"1,220","1,583"
2019.06,구로구,"147,273","43,995","69,342","2,289","29,105",18,831,"1,692"
2019.06,금천구,"124,758","24,083","77,823",977,"20,438",11,652,774
2019.06,영등포구,"210,949","44,657","137,883","1,640","18,526",3,"1,301","6,940"
2019.06,동작구,"100,679","40,201","48,410","6,105","4,728",2,630,602
2019.06,관악구,"130,639","50,102","61,539","14,527","3,123",6,892,450
2019.06,서초구,"257,051","52,411","160,137","3,839","35,330",227,"1,884","3,222"
2019.06,강남구,"355,917","68,048","259,408","3,203","17,293",54,"1,638","6,273"
2019.06,송파구,"224,049","71,037","125,536","3,663","18,283",202,"1,300","4,029"
2019.06,강동구,"116,756","41,841","57,507","2,002","13,981",92,659,675
2019.07,합계,"4,146,986","1,156,463","2,312,486","145,424","439,556","1,348","22,109","69,601"
2019.07,종로구,"158,911","22,920","113,573","8,631","6,404",1,676,"6,707"
2019.07,중구,"234,579","18,019","180,950","4,118","20,213",-,"1,057","10,221"
2019.07,용산구,"126,276","35,267","73,015","4,866","9,242",-,946,"2,940"
2019.07,성동구,"186,122","36,737","63,880","7,152","77,211",6,809,326
2019.07,광진구,"145,593","40,407","57,677","7,293","36,154",12,699,"3,351"
2019.07,동대문구,"121,931","42,128","55,325","7,487","15,577",4,725,686
2019.07,중랑구,"92,725","42,769","40,663","2,092","5,837",24,761,579
2019.07,성북구,"119,783","48,493","46,001","14,380","8,948",5,960,995
2019.07,강북구,"75,634","32,563","35,724","2,091","4,563",4,417,273
2019.07,도봉구,"73,759","35,197","30,280","2,398","5,130",21,409,324
2019.07,노원구,"126,877","55,369","54,416","9,064","6,279",28,992,730
2019.07,은평구,"118,866","51,747","47,261","3,068","15,500",13,584,692
2019.07,서대문구,"111,166","37,126","52,927","16,774","2,948",1,569,821
2019.07,마포구,"193,475","49,918","115,015","5,161","20,319",9,958,"2,095"
2019.07,양천구,"141,934","52,152","80,414","2,676","3,673",6,884,"2,128"
2019.07,강서구,"221,562","66,903","121,314","3,822","25,585",577,"1,160","2,201"
2019.07,구로구,"165,420","48,467","80,477","2,763","30,724",19,805,"2,165"
2019.07,금천구,"143,386","26,435","91,148","1,261","22,746",12,640,"1,144"
2019.07,영등포구,"245,072","50,736","160,625","2,107","20,662",3,"1,257","9,682"
2019.07,동작구,"111,897","44,113","54,355","6,741","5,176",2,617,894
2019.07,관악구,"143,415","54,471","68,310","15,981","3,345",6,884,418
2019.07,서초구,"290,922","59,413","180,654","4,309","39,717",227,"1,825","4,777"
2019.07,강남구,"413,986","80,679","299,341","3,992","19,603",56,"1,593","8,722"
2019.07,송파구,"252,030","77,708","143,971","4,578","18,621",222,"1,252","5,678"
2019.07,강동구,"131,664","46,725","65,169","2,617","15,379",92,631,"1,051"
2019.08,합계,"4,897,882","1,543,964","2,620,546","147,075","483,675","1,488","23,078","78,056"
2019.08,종로구,"179,803","29,493","126,149","9,304","6,859",1,719,"7,278"
2019.08,중구,"257,048","23,644","195,442","4,203","21,621",-,"1,072","11,066"
2019.08,용산구,"150,937","48,258","82,792","4,970","10,606",-,"1,011","3,300"
2019.08,성동구,"217,964","49,235","72,406","7,222","87,840",7,811,442
2019.08,광진구,"175,129","54,907","66,970","7,361","41,423",12,723,"3,732"
2019.08,동대문구,"147,213","55,794","64,470","7,722","17,728",4,742,753
2019.08,중랑구,"115,268","57,026","47,885","1,917","7,041",25,780,594
2019.08,성북구,"145,253","64,693","53,912","15,061","9,518",6,"1,002","1,063"
2019.08,강북구,"93,921","43,687","42,287","2,027","5,179",4,439,297
2019.08,도봉구,"90,933","46,799","35,560","2,201","5,595",20,433,324
2019.08,노원구,"153,442","72,665","62,763","9,413","6,782",28,999,793
2019.08,은평구,"148,691","69,731","56,124","2,806","18,576",18,622,814
2019.08,서대문구,"130,789","48,852","60,117","17,102","3,095",2,606,"1,016"
2019.08,마포구,"226,106","67,210","129,193","5,020","21,066",10,"1,018","2,589"
2019.08,양천구,"169,700","69,210","89,882","2,424","4,370",6,938,"2,870"
2019.08,강서구,"261,855","89,952","137,493","3,533","26,498",608,"1,236","2,536"
2019.08,구로구,"193,342","64,502","90,377","2,436","32,861",24,790,"2,352"
2019.08,금천구,"163,844","35,449","100,649","1,095","24,646",17,632,"1,356"
2019.08,영등포구,"279,006","66,576","176,876","1,895","21,737",3,"1,291","10,629"
2019.08,동작구,"136,718","59,894","62,551","7,040","5,410",3,650,"1,170"
2019.08,관악구,"178,204","73,882","80,787","18,364","3,792",9,908,462
2019.08,서초구,"343,969","79,465","207,574","4,146","44,908",273,"1,931","5,673"
2019.08,강남구,"481,722","105,232","341,176","3,292","20,415",66,"1,699","9,843"
2019.08,송파구,"298,427","104,192","161,851","4,326","20,416",240,"1,351","6,051"
2019.08,강동구,"158,594","63,617","75,258","2,198","15,693",102,675,"1,051"
2019.09,합계,"4,305,561","1,317,723","2,307,415","148,901","448,940","1,457","24,744","56,381"
2019.09,종로구,"156,745","24,800","110,011","9,002","7,012",1,767,"5,153"
2019.09,중구,"222,574","19,056","169,227","4,042","21,208",-,"1,111","7,930"
2019.09,용산구,"130,873","40,088","72,425","5,153","9,952",-,"1,078","2,178"
2019.09,성동구,"197,120","45,036","64,014","6,759","80,082",7,876,346
2019.09,광진구,"152,909","45,931","58,220","7,203","38,178",12,783,"2,582"
2019.09,동대문구,"133,083","49,684","58,446","6,829","16,785",4,817,518
2019.09,중랑구,"101,696","48,362","42,929","2,248","6,765",30,847,515
2019.09,성북구,"133,749","58,958","49,455","14,544","8,911",6,"1,093",783
2019.09,강북구,"84,709","38,360","38,386","2,124","5,076",4,475,285
2019.09,도봉구,"79,525","38,871","31,996","2,452","5,476",22,465,243
2019.09,노원구,"135,302","60,869","56,758","9,580","6,485",26,"1,058",526
2019.09,은평구,"133,333","60,809","51,060","3,290","16,690",20,677,786
2019.09,서대문구,"113,420","40,461","52,996","15,705","2,967",1,654,635
2019.09,마포구,"197,855","56,211","114,835","5,035","18,907",9,"1,093","1,766"
2019.09,양천구,"157,790","61,222","86,108","2,808","3,915",7,"1,000","2,729"
2019.09,강서구,"233,180","79,071","121,015","4,032","25,211",577,"1,321","1,954"
2019.09,구로구,"168,738","56,564","76,633","2,940","30,591",23,868,"1,118"
2019.09,금천구,"141,312","30,151","85,902","1,321","22,128",22,664,"1,124"
2019.09,영등포구,"240,942","55,841","153,854","2,150","19,891",3,"1,389","7,814"
2019.09,동작구,"119,625","51,162","55,247","6,918","4,899",9,699,692
2019.09,관악구,"159,908","63,509","73,081","18,286","3,617",7,961,447
2019.09,서초구,"301,352","65,515","183,175","4,641","41,565",282,"2,018","4,157"
2019.09,강남구,"411,760","84,273","294,852","4,218","19,679",59,"1,830","6,848"
2019.09,송파구,"260,691","89,962","141,011","4,917","18,603",222,"1,475","4,501"
2019.09,강동구,"137,368","52,957","65,781","2,705","14,347",102,725,751
2019.1,합계,"3,568,257","1,049,770","1,935,454","121,536","402,760","1,254","26,565","30,918"
2019.1,종로구,"130,003","20,051","93,118","7,323","5,962",1,821,"2,729"
2019.1,중구,"187,653","15,471","145,909","3,211","18,116",-,"1,093","3,852"
2019.1,용산구,"105,764","31,091","59,281","4,203","8,676",-,"1,149","1,364"
2019.1,성동구,"167,558","34,247","53,816","5,591","72,784",6,935,179
2019.1,광진구,"121,938","35,786","47,325","5,939","31,373",15,863,638
2019.1,동대문구,"107,665","39,007","46,996","6,896","13,594",5,907,260
2019.1,중랑구,"82,328","38,865","34,887","1,686","5,732",22,910,226
2019.1,성북구,"109,149","46,787","40,260","12,239","7,951",5,"1,296",610
2019.1,강북구,"68,565","30,596","30,963","1,647","4,567",4,534,256
2019.1,도봉구,"65,350","32,053","25,890","1,987","4,739",17,506,159
2019.1,노원구,"112,929","50,471","46,744","7,886","6,371",26,"1,114",317
2019.1,은평구,"108,377","48,391","41,470","2,364","14,806",16,745,585
2019.1,서대문구,"94,558","33,253","44,071","13,526","2,683",1,716,308
2019.1,마포구,"166,205","44,224","98,880","4,238","16,814",9,"1,168",872
2019.1,양천구,"132,451","47,873","75,866","2,377","3,703",5,"1,058","1,568"
2019.1,강서구,"195,920","62,159","102,256","2,968","25,247",500,"1,418","1,372"
2019.1,구로구,"139,932","44,830","63,578","2,176","28,001",18,932,397
2019.1,금천구,"122,014","24,278","75,389",930,"20,016",18,704,679
2019.1,영등포구,"201,711","44,795","131,184","1,657","18,284",2,"1,491","4,297"
2019.1,동작구,"98,231","40,704","46,163","5,569","4,586",20,765,424
2019.1,관악구,"129,524","50,303","59,886","14,763","3,141",7,993,431
2019.1,서초구,"248,483","52,200","152,940","3,677","34,902",234,"2,078","2,452"
2019.1,강남구,"341,156","68,472","245,320","2,929","18,845",49,"1,958","3,583"
2019.1,송파구,"215,979","70,682","119,117","3,790","17,532",193,"1,570","3,094"
2019.1,강동구,"114,814","43,180","54,147","1,965","14,335",81,840,266
2019.11,합계,"3,481,097","1,060,334","1,849,036","125,886","399,466","1,387","28,476","16,512"
2019.11,종로구,"125,769","20,033","90,242","7,301","5,682",1,885,"1,625"
2019.11,중구,"176,338","15,546","137,585","3,823","17,658",-,"1,097",629
2019.11,용산구,"101,369","31,035","55,965","4,063","8,350",-,"1,223",733
2019.11,성동구,"164,819","33,666","52,201","5,682","72,108",6,986,169
2019.11,광진구,"120,058","36,058","45,131","6,518","30,580",21,905,846
2019.11,동대문구,"104,152","38,786","44,389","6,384","13,356",7,969,260
2019.11,중랑구,"81,706","39,705","33,367","1,838","5,555",22,989,230
2019.11,성북구,"108,261","46,792","38,209","13,004","7,877",4,"1,345","1,030"
2019.11,강북구,"68,157","31,398","29,662","1,698","4,382",4,627,385
2019.11,도봉구,"66,274","33,563","24,935","2,066","4,855",19,550,286
2019.11,노원구,"113,638","52,781","44,564","8,490","6,167",28,"1,201",407
2019.11,은평구,"107,302","49,102","39,049","2,480","15,177",16,801,677
2019.11,서대문구,"93,232","33,810","41,742","13,974","2,625",1,780,300
2019.11,마포구,"157,675","44,519","93,948","4,595","12,589",9,"1,274",741
2019.11,양천구,"126,945","49,024","70,879","2,081","3,489",6,"1,156",312
2019.11,강서구,"191,940","61,479","98,381","3,151","25,854",548,"1,520","1,006"
2019.11,구로구,"140,736","45,443","62,085","2,669","29,224",17,974,323
2019.11,금천구,"121,593","24,710","74,640","1,126","20,058",19,736,305
2019.11,영등포구,"192,012","44,841","124,630","1,549","17,764",2,"1,609","1,617"
2019.11,동작구,"96,137","40,865","43,763","5,840","4,370",21,833,447
2019.11,관악구,"126,655","50,537","56,883","14,646","2,965",8,"1,029",587
2019.11,서초구,"240,432","52,209","145,862","3,542","35,540",284,"2,231",763
2019.11,강남구,"333,967","67,962","236,780","3,380","22,124",49,"2,126","1,547"
2019.11,송파구,"207,612","71,872","111,880","3,752","17,109",202,"1,733","1,065"
2019.11,강동구,"114,320","44,600","52,263","2,236","14,009",92,900,221
2019.12,합계,"3,952,596","1,124,991","2,164,973","181,675","429,054","1,536","29,594","20,774"
2019.12,종로구,"147,817","21,855","106,536","9,780","6,223",3,904,"2,514"
2019.12,중구,"204,482","16,882","160,342","5,387","20,284",-,"1,050",536
2019.12,용산구,"115,339","33,553","65,694","5,514","8,641",-,"1,263",673
2019.12,성동구,"183,083","35,613","62,596","7,518","75,903",5,"1,058",390
2019.12,광진구,"134,306","38,281","52,723","8,574","32,994",24,972,738
2019.12,동대문구,"119,411","41,404","53,151","8,900","14,396",11,"1,039",510
2019.12,중랑구,"92,753","42,408","39,364","3,365","6,129",28,"1,066",393
2019.12,성북구,"122,915","49,457","44,774","16,993","8,488",4,"1,304","1,894"
2019.12,강북구,"76,923","33,194","35,082","2,753","4,590",5,597,702
2019.12,도봉구,"74,846","35,437","29,541","3,770","4,989",27,578,503
2019.12,노원구,"128,844","55,450","52,142","12,745","6,433",31,"1,252",791
2019.12,은평구,"119,054","52,254","45,280","4,383","15,362",17,859,898
2019.12,서대문구,"106,356","36,217","48,454","17,484","2,798",1,830,572
2019.12,마포구,"180,549","47,294","110,602","6,405","13,906",9,"1,312","1,021"
2019.12,양천구,"137,821","51,211","77,187","3,516","4,383",6,"1,203",317
2019.12,강서구,"218,635","64,668","117,380","5,353","28,310",399,"1,587",939
2019.12,구로구,"159,613","48,214","73,636","4,211","31,882",21,"1,077",573
2019.12,금천구,"138,849","26,247","86,819","2,069","22,659",24,780,252
2019.12,영등포구,"217,733","48,668","143,869","2,828","19,244",3,"1,699","1,421"
2019.12,동작구,"107,141","42,635","49,923","8,703","4,302",23,880,676
2019.12,관악구,"142,089","53,082","63,921","19,864","3,207",13,"1,055",946
2019.12,서초구,"272,054","55,210","170,931","5,558","36,923",409,"2,305",718
2019.12,강남구,"391,715","72,478","284,675","5,645","25,212",82,"2,181","1,442"
2019.12,송파구,"230,303","75,117","128,352","6,448","17,408",252,"1,773",952
2019.12,강동구,"129,965","48,163","61,996","3,905","14,388",140,970,402
