기간,자치구,합계,가정용,공공용,서비스업,서비스업,서비스업,서비스업,서비스업,산업용,산업용,산업용,산업용
기간,자치구,합계,가정용,공공용,소계,전철,수도,사업자용,순수서비스,소계,농림어업,광업,제조업
2017.08,관악구,"173,291","67,834","22,735","80,079",-,933,136,"79,010","2,642",16,-,"2,626"
2017.08,서초구,"344,414","76,206","19,307","247,793","39,123","2,477","1,253","204,940","1,108",252,9,846
2017.08,강남구,"471,027","96,493","10,898","361,890","4,049","5,260",883,"351,698","1,747",87,-,"1,659"
2017.08,송파구,"280,677","92,946","8,163","175,964","5,190","6,221",334,"164,220","3,605",101,1,"3,504"
2017.08,강동구,"152,870","57,430","5,593","87,158",17,"12,448",235,"74,458","2,689",129,1,"2,558"
2017.09,합계,"3,998,064","1,114,833","303,801","2,412,380","135,063","55,126","8,189","2,214,003","167,049","1,170",250,"165,630"
2017.09,종로구,"150,837","21,520","16,826","106,053",-,218,281,"105,554","6,437",6,55,"6,377"
2017.09,중구,"221,937","16,071","8,959","176,587",-,28,957,"175,601","20,320",2,15,"20,304"
2017.09,용산구,"122,760","33,734","29,895","56,988",646,512,40,"55,789","2,142",1,-,"2,141"
2017.09,성동구,"183,581","36,074","27,435","82,963","17,262","5,063",314,"60,324","37,110",7,19,"37,083"
2017.09,광진구,"143,738","38,663","8,516","93,354","30,030","3,809",285,"59,230","3,206",16,6,"3,183"
2017.09,동대문구,"123,064","40,757","10,599","64,855","5,812",748,172,"58,123","6,853",21,6,"6,826"
2017.09,중랑구,"93,788","41,826","2,988","43,457",110,480,169,"42,698","5,518",38,3,"5,477"
2017.09,성북구,"122,325","49,286","17,761","50,906",-,"1,566",119,"49,221","4,373",24,1,"4,347"
2017.09,강북구,"78,917","33,161","4,600","37,781",-,652,72,"37,057","3,375",13,0,"3,362"
2017.09,도봉구,"74,261","34,192","3,869","31,525",-,544,103,"30,878","4,676",30,-,"4,647"
2017.09,노원구,"125,446","55,018","12,645","54,538",-,"1,239",396,"52,903","3,245",25,-,"3,219"
2017.09,은평구,"117,003","50,594","5,959","59,031","11,879",777,183,"46,193","1,419",13,2,"1,404"
2017.09,서대문구,"105,670","34,474","25,440","44,212",-,"1,012",29,"43,171","1,543",5,0,"1,538"
2017.09,마포구,"178,915","46,852","12,041","117,500","1,550",839,814,"114,298","2,522",14,1,"2,507"
2017.09,양천구,"141,566","52,969","5,449","81,271",-,687,245,"80,338","1,878",20,8,"1,850"
2017.09,강서구,"190,736","67,415","18,366","99,721","2,718",469,266,"96,269","5,234",337,74,"4,823"
2017.09,구로구,"155,983","46,463","4,556","95,338","20,246",783,194,"74,115","9,626",21,45,"9,560"
2017.09,금천구,"137,846","24,488","2,018","86,929",-,329,125,"86,475","24,411",13,1,"24,396"
2017.09,영등포구,"228,198","46,828","13,662","157,360","2,004","7,524",680,"147,152","10,348",14,4,"10,329"
2017.09,동작구,"109,810","41,820","10,830","55,636",518,"2,073",113,"52,932","1,524",8,-,"1,517"
2017.09,관악구,"146,609","54,402","20,812","68,917",-,832,135,"67,950","2,478",16,-,"2,462"
2017.09,서초구,"287,743","56,474","17,811","212,420","33,855","2,418","1,084","175,063","1,037",233,9,796
2017.09,강남구,"394,990","73,177","10,340","309,834","3,599","4,861",817,"300,556","1,640",76,-,"1,564"
2017.09,송파구,"235,743","73,879","7,351","150,933","4,813","6,036",392,"139,692","3,581",95,1,"3,485"
2017.09,강동구,"126,597","44,695","5,074","74,275",20,"11,628",205,"62,421","2,554",120,1,"2,433"
2017.1,합계,"3,329,882","973,201","244,851","1,977,074","115,519","54,523","7,351","1,799,681","134,756","1,031",210,"133,514"
2017.1,종로구,"120,739","18,494","13,530","83,863",-,206,243,"83,414","4,853",5,37,"4,811"
2017.1,중구,"174,268","13,869","6,959","138,066",-,26,783,"137,256","15,374",1,12,"15,361"
2017.1,용산구,"100,558","28,430","24,414","46,147",524,494,35,"45,094","1,568",1,-,"1,566"
2017.1,성동구,"156,986","30,828","23,050","70,627","15,379","5,074",256,"49,917","32,481",5,16,"32,461"
2017.1,광진구,"118,572","33,351","6,382","76,313","24,015","4,302",324,"47,672","2,526",14,6,"2,506"
2017.1,동대문구,"102,114","35,531","8,509","52,405","4,684",738,161,"46,822","5,669",16,4,"5,649"
2017.1,중랑구,"79,495","37,066","2,103","36,008",119,475,160,"35,253","4,319",32,2,"4,285"
2017.1,성북구,"102,917","42,966","14,290","42,197",-,"1,399",108,"40,689","3,464",23,1,"3,441"
2017.1,강북구,"66,622","29,170","3,492","31,139",-,643,55,"30,441","2,820",10,0,"2,810"
2017.1,도봉구,"63,817","30,902","2,868","26,218",-,524,92,"25,601","3,829",31,-,"3,799"
2017.1,노원구,"107,922","49,249","10,533","45,341",-,"1,186",243,"43,912","2,799",26,-,"2,773"
2017.1,은평구,"100,268","44,407","4,491","50,179","10,712",763,165,"38,539","1,191",13,2,"1,176"
2017.1,서대문구,"88,825","30,575","20,595","36,402",-,980,23,"35,399","1,254",6,0,"1,248"
2017.1,마포구,"150,714","40,184","9,976","98,600","1,064",789,903,"95,844","1,955",12,0,"1,943"
2017.1,양천구,"124,329","45,948","4,187","72,711",-,681,220,"71,809","1,483",18,10,"1,456"
2017.1,강서구,"163,639","58,662","16,977","83,669","2,117",456,243,"80,854","4,331",280,71,"3,980"
2017.1,구로구,"131,015","41,244","3,303","79,029","18,380",760,160,"59,729","7,438",16,39,"7,383"
2017.1,금천구,"113,975","21,472","1,399","72,136",-,320,112,"71,704","18,969",12,1,"18,956"
2017.1,영등포구,"187,920","41,135","11,302","127,329","1,619","7,354",577,"117,779","8,154",13,3,"8,138"
2017.1,동작구,"92,307","36,570","8,434","46,057",320,"2,050",94,"43,593","1,246",7,-,"1,239"
2017.1,관악구,"123,005","47,096","16,481","57,506",-,865,126,"56,515","1,922",16,-,"1,907"
2017.1,서초구,"236,969","49,238","14,247","172,611","29,249","2,370",926,"140,066",874,213,6,655
2017.1,강남구,"318,649","63,822","8,067","245,446","3,043","5,150",795,"236,458","1,314",66,-,"1,248"
2017.1,송파구,"196,884","63,447","5,547","125,101","4,276","6,059",363,"114,403","2,790",91,0,"2,698"
2017.1,강동구,"107,370","39,546","3,717","61,977",17,"10,857",184,"50,918","2,130",105,1,"2,025"
2017.11,합계,"3,488,082","1,023,736","272,333","2,043,175","121,101","55,271","8,725","1,858,078","148,838","1,224",281,"147,334"
2017.11,종로구,"128,817","19,267","14,352","89,712",-,214,255,"89,243","5,485",7,45,"5,432"
2017.11,중구,"183,708","14,598","8,943","143,204",-,26,848,"142,330","16,962",1,14,"16,947"
2017.11,용산구,"105,837","29,591","24,258","50,309",493,515,37,"49,263","1,679",2,-,"1,678"
2017.11,성동구,"165,652","32,206","25,313","73,297","16,118","4,775",279,"52,125","34,837",6,26,"34,805"
2017.11,광진구,"124,369","35,122","7,916","78,665","25,426","5,147",262,"47,830","2,665",16,6,"2,643"
2017.11,동대문구,"106,541","37,061","10,055","53,270","4,803",736,159,"47,573","6,155",18,6,"6,132"
2017.11,중랑구,"82,905","39,183","2,572","36,540",168,476,173,"35,723","4,610",32,3,"4,575"
2017.11,성북구,"109,401","45,152","17,096","43,399",-,"1,432",103,"41,864","3,754",19,1,"3,735"
2017.11,강북구,"69,244","30,866","4,035","31,397",-,649,61,"30,687","2,947",9,0,"2,937"
2017.11,도봉구,"67,717","33,161","3,601","26,794",-,532,104,"26,158","4,160",37,-,"4,123"
2017.11,노원구,"114,851","53,057","12,890","45,984",-,"1,235",324,"44,425","2,920",32,-,"2,888"
2017.11,은평구,"104,353","46,772","5,527","50,866","11,256",795,172,"38,643","1,187",14,2,"1,171"
2017.11,서대문구,"93,919","32,148","23,054","37,408",-,994,18,"36,396","1,309",7,0,"1,302"
2017.11,마포구,"156,601","42,181","11,300","101,091","1,014",811,"2,057","97,209","2,029",11,0,"2,017"
2017.11,양천구,"123,820","48,044","4,052","70,110",-,709,217,"69,184","1,615",19,12,"1,584"
2017.11,강서구,"173,328","61,073","17,837","89,579","2,187",464,254,"86,674","4,840",346,107,"4,387"
2017.11,구로구,"141,564","43,514","4,286","84,540","19,498",765,212,"64,065","9,224",19,46,"9,160"
2017.11,금천구,"124,952","22,636","1,830","77,827",-,328,102,"77,397","22,658",15,1,"22,642"
2017.11,영등포구,"192,801","42,931","11,785","129,278","1,549","7,279",581,"119,870","8,807",13,3,"8,791"
2017.11,동작구,"95,915","38,596","9,529","46,601",409,"1,996",94,"44,102","1,190",7,-,"1,182"
2017.11,관악구,"126,793","49,431","17,912","57,500",-,853,157,"56,490","1,950",22,-,"1,928"
2017.11,서초구,"244,870","51,621","14,546","177,725","30,666","2,398",879,"143,782",978,253,6,719
2017.11,강남구,"336,237","66,164","8,966","259,665","3,055","5,128",815,"250,667","1,442",74,-,"1,368"
2017.11,송파구,"201,537","67,489","6,197","124,705","4,444","6,010",373,"113,879","3,145",129,0,"3,016"
2017.11,강동구,"112,351","41,873","4,480","63,709",16,"11,006",187,"52,499","2,290",116,1,"2,173"
2017.12,합계,"4,136,329","1,103,564","361,120","2,495,699","128,166","56,851","10,468","2,300,214","175,946","1,494",322,"174,130"
2017.12,종로구,"158,325","21,361","18,524","111,998",-,210,232,"111,557","6,442",14,60,"6,368"
2017.12,중구,"219,897","16,196","12,146","170,870",-,26,836,"170,008","20,686",2,20,"20,664"
2017.12,용산구,"125,744","32,502","30,443","60,928",476,523,44,"59,885","1,870",1,-,"1,869"
2017.12,성동구,"188,696","34,951","27,614","86,616","15,953","4,925",315,"65,424","39,515",5,28,"39,483"
2017.12,광진구,"143,923","38,120","10,680","91,816","27,089","5,346",284,"59,097","3,307",22,6,"3,279"
2017.12,동대문구,"127,643","40,356","13,893","66,075","4,921",745,162,"60,247","7,319",23,9,"7,287"
2017.12,중랑구,"98,012","42,385","4,740","45,095",258,477,190,"44,170","5,791",38,5,"5,748"
2017.12,성북구,"129,452","48,520","22,377","54,122",-,"1,422",105,"52,595","4,433",21,1,"4,411"
2017.12,강북구,"81,209","33,149","5,637","38,950",-,637,77,"38,237","3,472",13,1,"3,459"
2017.12,도봉구,"79,335","35,669","6,019","33,073",-,505,102,"32,466","4,575",51,-,"4,524"
2017.12,노원구,"134,353","56,498","18,121","56,505",-,"1,201",385,"54,919","3,228",37,-,"3,192"
2017.12,은평구,"120,481","50,114","8,834","60,111","10,457",770,175,"48,709","1,422",16,2,"1,403"
2017.12,서대문구,"111,118","35,018","28,378","46,175",-,977,17,"45,181","1,547",11,1,"1,535"
2017.12,마포구,"186,849","46,048","14,345","124,183",882,794,"3,589","118,919","2,273",11,0,"2,261"
2017.12,양천구,"138,244","50,980","6,382","78,779",-,663,201,"77,915","2,102",21,15,"2,066"
2017.12,강서구,"210,349","65,139","21,765","118,076","2,552",448,244,"114,831","5,370",222,101,"5,046"
2017.12,구로구,"173,664","47,097","6,828","108,264","23,266",767,304,"83,927","11,475",23,57,"11,396"
2017.12,금천구,"148,260","24,422","3,198","93,683",-,325,131,"93,228","26,956",22,1,"26,933"
2017.12,영등포구,"226,759","47,364","14,469","153,944","1,375","7,574",638,"144,357","10,982",15,7,"10,960"
2017.12,동작구,"111,478","41,216","13,259","55,728",404,"2,029",100,"53,196","1,275",10,-,"1,265"
2017.12,관악구,"148,417","52,945","25,130","67,971",-,852,126,"66,993","2,371",34,-,"2,337"
2017.12,서초구,"289,768","55,758","18,473","214,211","33,088","2,455",882,"177,786","1,327",392,7,928
2017.12,강남구,"418,376","71,078","13,128","332,380","3,080","5,368",802,"323,129","1,791",144,-,"1,647"
2017.12,송파구,"233,126","71,880","9,667","147,910","4,352","6,164",339,"137,055","3,669",184,0,"3,485"
2017.12,강동구,"132,850","44,798","7,070","78,234",13,"11,646",191,"66,384","2,748",163,2,"2,584"
2018.01,합계,"4,477,102","1,187,284","374,769","2,729,771","134,036","58,021","11,491","2,526,224","185,278","1,691",322,"183,264"
2018.01,종로구,"171,020","23,098","19,203","122,411",-,221,259,"121,931","6,309",16,65,"6,228"
2018.01,중구,"235,416","17,385","12,482","183,539",-,27,835,"182,677","22,010",4,25,"21,982"
2018.01,용산구,"134,743","35,241","30,523","67,021",478,530,54,"65,959","1,958",1,-,"1,957"
2018.01,성동구,"201,937","38,337","28,587","94,104","16,487","4,936",354,"72,327","40,908",2,25,"40,881"
2018.01,광진구,"153,202","40,831","10,318","98,467","28,523","5,359",280,"64,305","3,587",24,6,"3,556"
2018.01,동대문구,"139,368","43,810","14,710","73,269","5,100",752,167,"67,250","7,578",26,10,"7,542"
2018.01,중랑구,"106,854","45,660","4,978","49,949",283,489,195,"48,982","6,266",46,6,"6,215"
2018.01,성북구,"139,694","52,319","22,530","60,289",-,"1,466",102,"58,721","4,556",28,1,"4,527"
2018.01,강북구,"89,450","35,976","6,215","43,666",-,648,83,"42,935","3,592",17,1,"3,575"
2018.01,도봉구,"86,372","38,227","6,448","36,987",-,518,101,"36,368","4,710",50,-,"4,660"
2018.01,노원구,"146,087","60,446","19,312","62,910",-,"1,249",412,"61,249","3,419",37,-,"3,382"
2018.01,은평구,"131,805","54,382","9,161","66,745","10,682",791,200,"55,072","1,518",18,2,"1,497"
2018.01,서대문구,"119,018","37,591","28,720","51,026",-,"1,004",17,"50,005","1,681",12,1,"1,669"
2018.01,마포구,"202,369","49,464","14,587","135,999",849,811,"4,348","129,990","2,320",12,0,"2,307"
2018.01,양천구,"152,401","54,661","7,345","87,916",-,681,218,"87,017","2,479",25,16,"2,437"
2018.01,강서구,"230,096","70,272","22,369","131,947","3,020",462,240,"128,225","5,508",217,92,"5,199"
2018.01,구로구,"187,019","50,767","6,712","117,505","24,509",802,314,"91,880","12,034",26,52,"11,956"
2018.01,금천구,"158,695","26,392","3,117","101,293",-,332,149,"100,812","27,893",29,2,"27,863"
2018.01,영등포구,"249,179","50,920","16,029","169,660","1,410","7,786",666,"159,798","12,570",19,10,"12,542"
2018.01,동작구,"120,191","44,428","13,631","60,791",421,"2,094",102,"58,174","1,342",12,-,"1,330"
2018.01,관악구,"162,360","57,029","27,347","75,302",-,868,137,"74,297","2,682",35,-,"2,647"
2018.01,서초구,"312,283","59,636","19,480","231,678","34,546","2,514",930,"193,687","1,490",460,8,"1,022"
2018.01,강남구,"450,177","75,165","12,798","360,277","3,165","5,600",781,"350,731","1,938",173,-,"1,764"
2018.01,송파구,"253,686","77,300","10,798","161,651","4,550","6,244",337,"150,519","3,936",210,0,"3,726"
2018.01,강동구,"143,678","47,945","7,370","85,368",11,"11,837",209,"73,312","2,994",193,2,"2,800"
2018.02,합계,"4,469,940","1,198,519","373,611","2,721,798","135,363","54,334","10,742","2,521,359","176,012","1,809",331,"173,872"
2018.02,종로구,"169,434","23,129","19,907","119,063",-,235,242,"118,586","7,335",17,73,"7,246"
2018.02,중구,"226,100","17,866","12,127","172,794",-,24,795,"171,976","23,313",4,24,"23,285"
2018.02,용산구,"135,130","35,895","30,552","66,543",436,535,54,"65,518","2,140",0,-,"2,140"
2018.02,성동구,"201,640","39,457","28,607","107,405","16,387","4,594",386,"86,038","26,170",50,28,"26,092"
2018.02,광진구,"154,770","41,391","10,195","99,312","28,521","4,781",297,"65,714","3,872",25,6,"3,841"
2018.02,동대문구,"141,041","44,413","13,864","74,561","5,056",737,160,"68,608","8,203",29,9,"8,165"
2018.02,중랑구,"109,324","46,281","5,372","50,847",234,497,198,"49,918","6,824",51,6,"6,767"
2018.02,성북구,"142,026","53,110","21,937","61,866",-,"1,474",103,"60,289","5,112",31,1,"5,080"
2018.02,강북구,"91,685","36,600","6,147","45,081",-,650,70,"44,361","3,856",19,1,"3,836"
2018.02,도봉구,"88,166","38,793","6,660","37,799",-,521,106,"37,172","4,913",53,-,"4,861"
2018.02,노원구,"146,408","61,144","18,522","63,339",-,"1,263",439,"61,638","3,402",39,-,"3,364"
2018.02,은평구,"134,585","55,021","9,245","68,698","10,884",796,211,"56,807","1,621",18,3,"1,600"
2018.02,서대문구,"115,923","37,211","25,860","51,147",-,"1,005",17,"50,125","1,705",11,1,"1,693"
2018.02,마포구,"197,292","50,090","13,681","131,005",826,815,"3,639","125,725","2,515",12,1,"2,503"
2018.02,양천구,"153,366","54,870","7,332","88,460",-,679,223,"87,558","2,704",29,17,"2,658"
2018.02,강서구,"232,735","71,268","21,819","134,134","3,230",462,251,"130,192","5,514",219,85,"5,210"
2018.02,구로구,"185,139","51,212","7,274","114,976","25,795",808,286,"88,088","11,676",28,49,"11,599"
2018.02,금천구,"152,726","26,912","3,535","94,976",-,330,151,"94,494","27,304",23,2,"27,279"
2018.02,영등포구,"241,677","50,927","16,330","161,472","1,533","7,048",667,"152,225","12,948",23,12,"12,913"
2018.02,동작구,"121,008","45,205","13,636","60,819",430,"1,942",112,"58,335","1,348",13,-,"1,336"
2018.02,관악구,"167,824","58,334","29,120","77,434",-,845,149,"76,440","2,936",38,-,"2,899"
2018.02,서초구,"315,359","59,302","20,198","234,280","34,263","2,388",916,"196,712","1,580",484,11,"1,085"
2018.02,강남구,"451,230","73,740","13,338","362,140","3,170","5,314",718,"352,937","2,013",170,-,"1,843"
2018.02,송파구,"250,818","78,117","10,890","157,930","4,586","5,776",334,"147,235","3,881",209,0,"3,672"
2018.02,강동구,"144,536","48,230","7,463","85,716",13,"10,816",218,"74,669","3,127",216,2,"2,909"
2018.03,합계,"3,657,824","1,019,804","301,043","2,196,596","113,435","55,191","7,038","2,020,931","140,381","1,400",256,"138,725"
2018.03,종로구,"136,160","19,244","15,156","95,831",-,200,259,"95,372","5,928",11,49,"5,868"
2018.03,중구,"190,122","14,628","9,309","147,610",-,25,684,"146,901","18,576",3,18,"18,556"
2018.03,용산구,"108,425","29,600","24,262","52,672",504,474,39,"51,656","1,891",0,-,"1,890"
2018.03,성동구,"169,400","33,045","25,584","90,697","14,553","4,851",310,"70,983","20,073",26,23,"20,024"
2018.03,광진구,"124,672","34,732","8,265","78,775","23,212","4,495",231,"50,837","2,900",23,6,"2,871"
2018.03,동대문구,"113,008","37,627","11,117","57,786","4,408",668,144,"52,567","6,478",19,6,"6,453"
2018.03,중랑구,"87,516","39,063","3,721","39,645",195,446,167,"38,837","5,087",40,3,"5,043"
2018.03,성북구,"115,173","44,809","17,686","48,489",-,"1,363",99,"47,026","4,189",25,1,"4,163"
2018.03,강북구,"73,571","30,986","4,844","34,689",-,581,62,"34,046","3,052",13,1,"3,038"
2018.03,도봉구,"70,702","32,707","4,839","29,220",-,472,98,"28,649","3,937",40,-,"3,897"
2018.03,노원구,"119,201","51,904","14,715","49,644",-,"1,114",360,"48,170","2,938",30,-,"2,908"
2018.03,은평구,"109,661","47,085","6,695","54,627","10,137",723,173,"43,595","1,254",14,2,"1,238"
2018.03,서대문구,"97,554","32,436","23,521","40,172",-,936,13,"39,223","1,425",7,1,"1,417"
2018.03,마포구,"161,734","41,467","11,804","106,309","1,124",727,904,"103,553","2,155",11,0,"2,144"
2018.03,양천구,"133,604","47,846","5,668","78,220",-,622,198,"77,401","1,869",20,16,"1,833"
2018.03,강서구,"193,663","60,896","20,306","107,731","2,624",422,198,"104,488","4,730",260,86,"4,384"
2018.03,구로구,"146,045","43,563","5,349","87,473","19,216",732,210,"67,315","9,659",19,26,"9,614"
2018.03,금천구,"126,871","22,900","2,392","79,504",-,305,133,"79,067","22,074",18,1,"22,055"
2018.03,영등포구,"206,528","44,176","13,221","138,829","1,367","7,486",543,"129,433","10,302",21,7,"10,274"
2018.03,동작구,"98,513","37,950","10,557","48,797",379,"2,033",88,"46,297","1,210",10,-,"1,200"
2018.03,관악구,"133,629","48,886","21,356","61,209",-,825,124,"60,260","2,177",22,-,"2,155"
2018.03,서초구,"253,373","51,420","16,368","184,397","28,787","2,439",811,"152,360","1,187",340,7,841
2018.03,강남구,"361,241","65,527","10,624","283,528","2,870","5,732",707,"274,218","1,562",136,-,"1,427"
2018.03,송파구,"209,495","66,661","8,115","131,449","4,051","5,957",298,"121,144","3,270",124,0,"3,145"
2018.03,강동구,"117,962","40,646","5,568","69,291",8,"11,565",185,"57,533","2,457",169,1,"2,286"
2018.04,합계,"3,503,967","1,040,527","272,028","2,053,690","118,428","55,191","7,149","1,872,923","137,722","1,224",274,"136,224"
2018.04,종로구,"128,289","19,213","14,655","88,032",-,217,252,"87,564","6,389",9,48,"6,331"
2018.04,중구,"179,650","14,786","7,868","138,555",-,27,791,"137,738","18,441",1,16,"18,424"
2018.04,용산구,"103,600","29,895","23,157","48,655",476,505,39,"47,634","1,893",0,-,"1,893"
2018.04,성동구,"167,375","33,777","24,814","88,308","15,656","4,734",296,"67,623","20,475",25,22,"20,428"
2018.04,광진구,"122,829","35,599","6,950","77,584","24,678","4,878",276,"47,752","2,695",19,6,"2,670"
2018.04,동대문구,"108,599","38,415","9,646","54,008","4,722",726,172,"48,388","6,531",18,5,"6,508"
2018.04,중랑구,"84,889","39,863","3,095","37,211",143,485,175,"36,407","4,720",38,3,"4,679"
2018.04,성북구,"110,904","46,116","15,705","44,759",-,"1,463",102,"43,194","4,324",23,1,"4,299"
2018.04,강북구,"71,288","31,636","4,243","32,377",-,637,56,"31,684","3,033",11,1,"3,021"
2018.04,도봉구,"68,883","33,750","3,938","27,026",-,516,97,"26,413","4,169",36,-,"4,132"
2018.04,노원구,"114,873","53,752","12,456","45,881",-,"1,196",339,"44,346","2,784",31,-,"2,753"
2018.04,은평구,"107,354","48,088","5,683","52,378","10,880",774,169,"40,555","1,205",14,2,"1,189"
2018.04,서대문구,"92,275","32,546","21,051","37,262",-,982,14,"36,266","1,415",7,0,"1,408"
2018.04,마포구,"153,712","42,501","10,774","98,040",917,781,611,"95,732","2,398",13,0,"2,385"
2018.04,양천구,"130,107","48,906","5,055","74,402",-,676,206,"73,520","1,744",18,15,"1,711"
2018.04,강서구,"184,319","62,615","19,170","97,950","2,390",454,213,"94,892","4,584",246,102,"4,237"
2018.04,구로구,"139,137","44,185","4,448","81,741","19,459",779,266,"61,238","8,762",16,38,"8,709"
2018.04,금천구,"119,500","23,441","1,949","73,002",-,327,125,"72,549","21,108",16,1,"21,092"
2018.04,영등포구,"194,921","43,506","12,354","129,470","1,642","7,293",586,"119,949","9,591",20,6,"9,565"
2018.04,동작구,"96,012","39,166","9,335","46,311",402,"2,008",87,"43,814","1,200",10,-,"1,190"
2018.04,관악구,"130,640","50,527","19,085","58,915",-,846,134,"57,934","2,112",18,-,"2,094"
2018.04,서초구,"243,366","52,015","15,052","175,209","29,762","2,398",923,"142,126","1,090",288,7,795
2018.04,강남구,"334,575","65,784","9,476","257,838","2,885","5,364",709,"248,880","1,478",93,-,"1,384"
2018.04,송파구,"204,065","68,934","7,325","124,503","4,408","5,988",327,"113,780","3,303",117,0,"3,186"
2018.04,강동구,"112,807","41,511","4,744","64,272",8,"11,135",184,"52,946","2,279",137,1,"2,141"
2018.05,합계,"3,366,946","977,556","251,431","2,012,634","114,175","55,874","6,999","1,835,586","125,324","1,083",220,"124,021"
2018.05,종로구,"124,308","18,236","13,873","86,541",-,209,248,"86,084","5,658",8,43,"5,607"
2018.05,중구,"181,966","14,015","7,355","144,220",-,23,793,"143,404","16,376",2,12,"16,362"
2018.05,용산구,"99,836","28,039","22,492","47,676",528,500,39,"46,609","1,630",0,-,"1,630"
2018.05,성동구,"160,144","31,473","23,855","86,266","15,296","4,839",256,"65,875","18,550",25,19,"18,506"
2018.05,광진구,"118,819","33,428","6,923","76,092","23,916","4,996",274,"46,906","2,376",15,6,"2,355"
2018.05,동대문구,"101,303","35,848","9,066","50,494","4,605",715,170,"45,004","5,895",16,3,"5,876"
2018.05,중랑구,"78,578","37,390","2,285","34,919",136,473,165,"34,146","3,985",33,2,"3,950"
2018.05,성북구,"103,115","42,912","14,874","41,485",-,"1,414",104,"39,967","3,844",19,1,"3,824"
2018.05,강북구,"65,883","29,422","3,727","30,077",-,613,61,"29,403","2,657",13,1,"2,643"
2018.05,도봉구,"63,517","31,440","3,069","25,111",-,505,95,"24,510","3,897",28,-,"3,869"
2018.05,노원구,"107,249","49,901","10,090","44,624",-,"1,172",281,"43,171","2,633",27,-,"2,607"
2018.05,은평구,"99,887","45,170","4,527","49,125","10,521",744,163,"37,696","1,065",13,2,"1,051"
2018.05,서대문구,"89,933","30,718","21,913","35,972",-,955,15,"35,001","1,330",4,0,"1,325"
2018.05,마포구,"150,981","40,012","10,575","98,222",963,762,614,"95,883","2,172",15,0,"2,157"
2018.05,양천구,"124,314","46,233","4,055","72,535",-,632,195,"71,709","1,490",16,12,"1,462"
2018.05,강서구,"180,844","58,712","18,574","99,167","2,182",443,191,"96,350","4,391",263,75,"4,054"
2018.05,구로구,"133,457","41,622","3,614","79,853","18,570",745,146,"60,392","8,367",16,34,"8,318"
2018.05,금천구,"116,476","21,875","1,459","73,542",-,316,109,"73,118","19,599",16,1,"19,582"
2018.05,영등포구,"193,825","41,348","11,314","132,411","1,580","7,577",604,"122,650","8,752",18,3,"8,731"
2018.05,동작구,"91,326","36,708","8,431","44,953",343,"2,073",99,"42,439","1,234",9,-,"1,225"
2018.05,관악구,"121,547","47,279","16,591","55,829",-,848,139,"54,843","1,847",14,-,"1,833"
2018.05,서초구,"232,298","49,434","14,242","167,680","28,439","2,415",987,"135,840",941,239,6,695
2018.05,강남구,"320,213","62,894","8,508","247,477","2,959","5,299",758,"238,462","1,334",67,-,"1,267"
2018.05,송파구,"199,809","64,443","5,877","126,262","4,128","6,129",326,"115,678","3,228",99,0,"3,129"
2018.05,강동구,"107,321","39,004","4,142","62,101",9,"11,479",168,"50,445","2,074",110,1,"1,963"
2018.06,합계,"3,686,242","1,029,488","280,213","2,244,477","121,748","56,638","7,767","2,058,324","132,064","1,095",160,"130,809"
2018.06,종로구,"139,778","19,717","15,789","98,267",-,226,288,"97,753","6,006",7,50,"5,950"
2018.06,중구,"206,392","15,187","8,298","165,197",-,24,916,"164,257","17,710",2,13,"17,694"
2018.06,용산구,"112,891","30,549","25,499","55,175",605,512,45,"54,012","1,669",0,-,"1,669"
2018.06,성동구,"171,548","33,446","26,047","92,316","16,138","4,979",293,"70,906","19,739",27,17,"19,695"
2018.06,광진구,"131,801","35,650","8,208","85,435","25,328","5,221",293,"54,593","2,508",14,4,"2,490"
2018.06,동대문구,"111,425","38,033","10,067","57,228","5,010",741,178,"51,299","6,096",22,4,"6,071"
2018.06,중랑구,"84,807","38,919","2,620","39,086",129,485,177,"38,295","4,181",35,2,"4,145"
2018.06,성북구,"112,306","44,722","17,582","46,050",-,"1,469",141,"44,441","3,952",21,1,"3,930"
2018.06,강북구,"70,672","30,432","4,125","33,367",-,644,76,"32,647","2,748",12,0,"2,736"
2018.06,도봉구,"68,216","32,535","3,546","28,083",-,531,105,"27,447","4,052",30,-,"4,022"
2018.06,노원구,"116,781","51,731","12,060","50,150",-,"1,226",322,"48,603","2,840",27,-,"2,813"
2018.06,은평구,"106,409","46,677","5,159","53,462","11,118",794,180,"41,371","1,111",12,2,"1,097"
2018.06,서대문구,"98,221","32,020","24,666","40,153",-,996,21,"39,136","1,382",4,0,"1,377"
2018.06,마포구,"165,473","43,233","11,426","108,615","1,285",796,701,"105,833","2,199",19,0,"2,179"
2018.06,양천구,"129,571","47,757","4,406","75,897",-,653,202,"75,042","1,511",18,11,"1,483"
2018.06,강서구,"189,846","61,310","17,941","106,094","2,265",454,212,"103,163","4,500",293,7,"4,200"
2018.06,구로구,"145,025","43,114","4,034","89,371","19,753",773,141,"68,705","8,506",18,37,"8,451"
2018.06,금천구,"126,130","22,667","1,632","80,796",-,327,117,"80,353","21,035",14,1,"21,020"
2018.06,영등포구,"213,114","43,810","12,128","148,072","1,615","7,579",679,"138,199","9,104",22,2,"9,080"
2018.06,동작구,"100,379","38,632","9,768","50,653",339,"2,111",103,"48,101","1,326",7,-,"1,319"
