기간,자치구,합계,가정용,공공용,서비스업,서비스업,서비스업,서비스업,서비스업,산업용,산업용,산업용,산업용
기간,자치구,합계,가정용,공공용,소계,전철,수도,사업자용,순수서비스,소계,농림어업,광업,제조업
2019.04,관악구,"133,328","51,057","20,379","59,804",-,812,131,"58,861","2,088",20,-,"2,067"
2019.04,서초구,"248,478","51,926","15,792","179,611","30,476","1,952",950,"146,233","1,149",356,6,786
2019.04,강남구,"340,424","65,830","10,078","263,171","3,301","5,729",779,"253,362","1,345",91,-,"1,254"
2019.04,송파구,"212,593","72,273","9,377","127,590","4,512","6,135",360,"116,583","3,353",76,0,"3,276"
2019.04,강동구,"115,816","42,144","5,484","65,901",-,"10,382",224,"55,295","2,287",137,1,"2,149"
2019.05,합계,"3,419,987","983,667","257,570","2,057,637","115,506","55,168","7,295","1,879,668","121,112","1,107",124,"119,882"
2019.05,종로구,"126,808","18,193","13,421","89,468",-,222,159,"89,087","5,725",3,34,"5,688"
2019.05,중구,"185,450","14,367","7,390","147,423",-,20,880,"146,523","16,269",2,10,"16,257"
2019.05,용산구,"100,159","28,013","21,605","49,032",477,493,62,"48,000","1,509",3,-,"1,506"
2019.05,성동구,"162,034","31,661","24,626","88,361","15,595","5,031",248,"67,488","17,386",19,9,"17,358"
2019.05,광진구,"118,488","33,369","7,069","75,740","22,665","5,104",257,"47,715","2,311",19,6,"2,286"
2019.05,동대문구,"101,360","35,570","9,018","50,938","4,681",731,146,"45,380","5,834",21,2,"5,811"
2019.05,중랑구,"78,787","37,039","2,351","35,376",131,472,170,"34,603","4,021",30,2,"3,988"
2019.05,성북구,"104,095","43,704","15,575","41,048",-,"1,403",106,"39,538","3,769",14,1,"3,753"
2019.05,강북구,"65,345","29,004","3,604","30,217",-,604,62,"29,551","2,521",11,1,"2,509"
2019.05,도봉구,"63,330","31,215","3,207","25,332",-,515,103,"24,714","3,577",26,-,"3,551"
2019.05,노원구,"108,543","49,407","10,775","45,725",-,"1,162",280,"44,283","2,637",28,-,"2,609"
2019.05,은평구,"103,399","45,895","4,984","51,470","10,702",794,182,"39,791","1,050",21,2,"1,027"
2019.05,서대문구,"91,598","31,344","22,519","36,430",-,993,18,"35,419","1,305",5,0,"1,299"
2019.05,마포구,"157,506","40,398","10,389","104,746",948,775,608,"102,415","1,972",14,0,"1,957"
2019.05,양천구,"123,568","45,938","4,187","72,062",-,615,218,"71,229","1,380",17,11,"1,352"
2019.05,강서구,"185,187","58,872","19,764","102,299","2,394",434,264,"99,206","4,252",282,5,"3,965"
2019.05,구로구,"138,874","41,973","3,880","84,876","18,615",756,151,"65,354","8,146",20,29,"8,097"
2019.05,금천구,"117,327","22,917","1,520","74,315",-,319,134,"73,862","18,575",16,1,"18,558"
2019.05,영등포구,"198,014","41,935","11,278","136,445","1,509","7,814",665,"126,458","8,356",21,3,"8,332"
2019.05,동작구,"93,097","37,235","8,479","46,127",445,"2,138",88,"43,456","1,255",7,-,"1,248"
2019.05,관악구,"121,799","47,076","16,675","56,226",-,837,141,"55,248","1,823",14,-,"1,808"
2019.05,서초구,"236,129","49,090","14,432","171,658","29,917","2,019",904,"138,818",949,265,6,678
2019.05,강남구,"323,331","62,894","8,586","250,658","3,032","5,417",807,"241,402","1,193",67,-,"1,127"
2019.05,송파구,"207,195","67,382","7,586","129,016","4,395","5,968",369,"118,283","3,211",72,0,"3,139"
2019.05,강동구,"108,562","39,176","4,651","62,648",-,"10,532",273,"51,843","2,087",109,1,"1,977"
2019.06,합계,"3,676,047","1,021,355","279,470","2,250,231","122,561","56,220","7,978","2,063,473","124,991","1,104",127,"123,760"
2019.06,종로구,"138,047","19,307","15,333","97,499",-,228,180,"97,091","5,908",3,40,"5,865"
2019.06,중구,"201,646","15,145","8,172","161,527",-,22,950,"160,555","16,802",2,10,"16,789"
2019.06,용산구,"110,437","29,919","24,053","54,961",590,509,68,"53,794","1,503",3,-,"1,500"
2019.06,성동구,"170,563","32,784","26,302","93,275","16,443","4,950",273,"71,610","18,201",24,6,"18,172"
2019.06,광진구,"128,539","34,991","7,908","83,190","24,333","4,880",287,"53,690","2,450",18,6,"2,426"
2019.06,동대문구,"109,559","37,426","9,758","56,289","5,054",771,161,"50,304","6,086",21,3,"6,062"
2019.06,중랑구,"83,478","37,908","2,542","38,940",128,472,179,"38,161","4,088",34,2,"4,053"
2019.06,성북구,"110,723","44,748","17,517","44,581",-,"1,480",103,"42,999","3,877",15,1,"3,861"
2019.06,강북구,"69,030","29,633","3,811","32,993",-,643,83,"32,268","2,594",10,0,"2,584"
2019.06,도봉구,"66,718","31,758","3,504","27,771",-,531,123,"27,117","3,685",26,-,"3,659"
2019.06,노원구,"114,754","50,442","11,320","50,298",-,"1,194",321,"48,783","2,694",28,-,"2,666"
2019.06,은평구,"109,220","46,844","5,483","55,821","11,346",822,167,"43,487","1,072",22,1,"1,048"
2019.06,서대문구,"98,029","32,410","24,579","39,694",-,"1,030",23,"38,640","1,346",5,0,"1,341"
2019.06,마포구,"171,493","43,135","10,993","115,367","1,507",813,687,"112,360","1,999",18,0,"1,980"
2019.06,양천구,"128,790","47,054","4,406","75,946",-,640,214,"75,092","1,385",20,10,"1,355"
2019.06,강서구,"196,949","60,756","19,506","112,137","2,551",444,286,"108,856","4,550",305,5,"4,240"
2019.06,구로구,"147,273","42,697","4,253","92,341","19,631",775,199,"71,737","7,982",22,31,"7,929"
2019.06,금천구,"124,758","23,574","1,690","79,859",-,314,134,"79,411","19,635",15,1,"19,620"
2019.06,영등포구,"210,949","43,739","11,792","147,038","1,645","7,723",748,"136,922","8,380",21,3,"8,357"
2019.06,동작구,"100,679","38,931","9,790","50,642",500,"2,123",103,"47,916","1,317",8,-,"1,309"
2019.06,관악구,"130,639","49,262","18,076","61,491",-,842,159,"60,490","1,811",13,-,"1,798"
2019.06,서초구,"257,051","51,677","15,807","188,646","31,199","2,020","1,013","154,413",921,227,6,688
2019.06,강남구,"355,917","66,605","9,492","278,524","3,085","5,127",837,"269,475","1,295",65,-,"1,230"
2019.06,송파구,"224,049","70,036","8,278","142,434","4,550","6,896",384,"130,604","3,301",72,0,"3,229"
2019.06,강동구,"116,756","40,574","5,107","68,967",-,"10,969",297,"57,701","2,108",108,1,"2,000"
2019.07,합계,"4,146,986","1,130,245","317,616","2,562,704","134,652","57,914","8,799","2,361,339","136,422","1,170",158,"135,094"
2019.07,종로구,"158,911","21,845","17,730","113,403",-,228,199,"112,976","5,933",3,43,"5,887"
2019.07,중구,"234,579","17,586","9,225","189,208",-,22,"1,106","188,080","18,560",2,13,"18,545"
2019.07,용산구,"126,276","33,862","27,331","63,519",707,495,79,"62,239","1,564",3,-,"1,561"
2019.07,성동구,"186,122","35,439","28,233","102,912","17,095","5,303",302,"80,212","19,539",27,24,"19,488"
2019.07,광진구,"145,593","39,337","8,787","94,752","28,058","5,134",311,"61,250","2,717",18,6,"2,694"
2019.07,동대문구,"121,931","40,844","11,074","63,551","6,016",761,155,"56,619","6,461",22,4,"6,435"
2019.07,중랑구,"92,725","41,811","2,955","43,407",137,482,183,"42,604","4,553",33,2,"4,518"
2019.07,성북구,"119,783","47,406","19,314","49,182",-,"1,440",130,"47,612","3,881",17,0,"3,863"
2019.07,강북구,"75,634","31,721","4,504","36,643",-,636,103,"35,904","2,766",9,0,"2,756"
2019.07,도봉구,"73,759","34,531","4,331","30,957",-,532,123,"30,303","3,939",27,-,"3,913"
2019.07,노원구,"126,877","54,772","12,606","56,512",-,"1,176",379,"54,958","2,987",30,-,"2,957"
2019.07,은평구,"118,866","50,465","6,827","60,391","11,341",815,171,"48,063","1,183",21,1,"1,161"
2019.07,서대문구,"111,166","36,241","28,701","44,741",-,"1,024",28,"43,689","1,482",7,0,"1,475"
2019.07,마포구,"193,475","48,311","12,229","130,843","1,923",805,704,"127,411","2,093",19,0,"2,074"
2019.07,양천구,"141,934","51,494","5,407","83,502",-,635,217,"82,650","1,530",21,10,"1,500"
2019.07,강서구,"221,562","66,570","21,046","128,793","3,087",440,290,"124,976","5,153",344,6,"4,803"
2019.07,구로구,"165,420","46,955","5,229","104,240","19,952",764,245,"83,279","8,996",25,35,"8,936"
2019.07,금천구,"143,386","25,846","2,151","93,524",-,313,145,"93,066","21,865",16,1,"21,848"
2019.07,영등포구,"245,072","49,745","13,416","172,475","2,201","8,238",860,"161,176","9,435",22,3,"9,411"
2019.07,동작구,"111,897","42,632","10,881","56,888",602,"2,300",119,"53,867","1,496",8,-,"1,488"
2019.07,관악구,"143,415","53,574","19,807","68,018",-,851,159,"67,009","2,016",13,-,"2,003"
2019.07,서초구,"290,922","58,615","18,138","213,199","35,459","2,064","1,207","174,470",970,227,9,734
2019.07,강남구,"413,986","78,990","11,226","322,371","3,412","5,199",885,"312,876","1,398",68,-,"1,330"
2019.07,송파구,"252,030","76,586","10,032","161,766","4,663","6,258",378,"150,468","3,646",78,0,"3,567"
2019.07,강동구,"131,664","45,066","6,433","77,907",-,"12,000",322,"65,584","2,259",111,1,"2,147"
2019.08,합계,"4,897,882","1,510,847","340,769","2,896,338","155,398","59,052","9,648","2,672,240","149,928","1,326",177,"148,426"
2019.08,종로구,"179,803","28,186","19,326","125,926",-,233,236,"125,457","6,365",4,49,"6,312"
2019.08,중구,"257,048","23,107","9,859","204,150",-,22,"1,176","202,952","19,932",3,15,"19,914"
2019.08,용산구,"150,937","46,489","30,655","72,094",736,524,108,"70,726","1,699",3,-,"1,695"
2019.08,성동구,"217,964","47,535","33,550","115,306","20,827","5,359",353,"88,768","21,573",32,26,"21,515"
2019.08,광진구,"175,129","53,626","9,160","109,137","32,406","5,539",338,"70,854","3,206",19,6,"3,182"
2019.08,동대문구,"147,213","54,258","11,598","73,918","7,074",792,168,"65,884","7,439",27,4,"7,408"
2019.08,중랑구,"115,268","55,865","2,968","50,762",134,502,191,"49,935","5,674",35,3,"5,636"
2019.08,성북구,"145,253","63,391","20,284","57,222",-,"1,493",136,"55,593","4,357",20,0,"4,336"
2019.08,강북구,"93,921","42,679","4,742","43,195",-,655,101,"42,438","3,305",10,1,"3,295"
2019.08,도봉구,"90,933","45,988","4,327","36,246",-,543,155,"35,547","4,372",29,-,"4,343"
2019.08,노원구,"153,442","71,810","13,244","65,076",-,"1,216",489,"63,371","3,313",32,-,"3,281"
2019.08,은평구,"148,691","68,224","7,265","71,786","13,838",848,201,"56,899","1,417",28,2,"1,387"
2019.08,서대문구,"130,789","47,803","29,887","51,513",-,"1,043",35,"50,435","1,587",8,1,"1,578"
2019.08,마포구,"226,106","65,105","12,624","146,139","1,931",811,762,"142,635","2,239",22,0,"2,216"
2019.08,양천구,"169,700","68,385","5,699","93,887",-,651,261,"92,974","1,729",23,13,"1,692"
2019.08,강서구,"261,855","89,456","21,373","145,505","3,364",458,315,"141,369","5,522",367,6,"5,149"
2019.08,구로구,"193,342","62,517","5,362","116,335","21,820",806,201,"93,508","9,128",28,33,"9,066"
2019.08,금천구,"163,844","34,648","2,198","103,318",-,320,177,"102,821","23,680",18,2,"23,660"
2019.08,영등포구,"279,006","65,354","14,607","188,775","2,362","8,251",894,"177,268","10,269",26,4,"10,240"
2019.08,동작구,"136,718","57,882","11,866","65,327",692,"2,260",155,"62,220","1,642",9,-,"1,633"
2019.08,관악구,"178,204","72,769","22,816","80,201",-,869,172,"79,161","2,418",17,-,"2,401"
2019.08,서초구,"343,969","78,490","19,552","244,805","40,430","2,088","1,376","200,910","1,122",272,10,839
2019.08,강남구,"481,722","103,080","10,973","366,148","4,149","5,040",914,"356,044","1,522",80,-,"1,442"
2019.08,송파구,"298,427","102,801","10,534","181,197","5,634","6,696",430,"168,438","3,896",90,1,"3,805"
2019.08,강동구,"158,594","61,399","6,301","88,370",-,"12,032",304,"76,034","2,524",124,1,"2,399"
2019.09,합계,"4,305,561","1,288,905","323,199","2,551,861","142,003","55,568","8,920","2,345,371","141,595","1,099",176,"140,320"
2019.09,종로구,"156,745","23,578","17,852","108,786",-,230,195,"108,362","6,529",3,47,"6,479"
2019.09,중구,"222,574","18,482","9,155","175,373",-,22,"1,023","174,328","19,564",3,15,"19,547"
2019.09,용산구,"130,873","38,685","27,261","63,202",656,517,76,"61,954","1,726",3,-,"1,722"
2019.09,성동구,"197,120","43,592","30,205","103,024","18,528","4,798",347,"79,352","20,299",47,25,"20,227"
2019.09,광진구,"152,909","44,749","8,818","96,253","29,647","5,171",351,"61,084","3,090",22,6,"3,062"
2019.09,동대문구,"133,083","48,282","10,322","67,160","6,506",776,168,"59,711","7,318",25,4,"7,289"
2019.09,중랑구,"101,696","47,280","3,187","45,766",121,490,202,"44,953","5,462",40,2,"5,420"
2019.09,성북구,"133,749","57,730","19,071","52,624",-,"1,488",139,"50,997","4,324",18,1,"4,304"
2019.09,강북구,"84,709","37,413","4,478","39,512",-,638,83,"38,791","3,305",10,1,"3,295"
2019.09,도봉구,"79,525","38,117","4,168","32,950",-,538,145,"32,266","4,291",30,-,"4,261"
2019.09,노원구,"135,302","60,227","13,793","58,140",-,"1,200",459,"56,481","3,143",29,-,"3,114"
2019.09,은평구,"133,333","59,401","7,149","65,378","12,292",835,197,"52,055","1,405",31,2,"1,373"
2019.09,서대문구,"113,420","39,489","26,362","46,078",-,"1,041",33,"45,004","1,491",7,0,"1,483"
2019.09,마포구,"197,855","54,370","11,960","129,294","1,703",817,752,"126,023","2,231",20,0,"2,211"
2019.09,양천구,"157,790","60,454","5,857","89,879",-,663,270,"88,945","1,600",21,13,"1,566"
2019.09,강서구,"233,180","78,638","21,510","128,224","3,056",455,312,"124,402","4,808",132,6,"4,671"
2019.09,구로구,"168,738","54,843","5,700","99,931","20,456",805,156,"78,514","8,265",27,38,"8,200"
2019.09,금천구,"141,312","29,485","2,331","88,266",-,325,171,"87,770","21,231",17,1,"21,212"
2019.09,영등포구,"240,942","54,725","13,888","163,094","2,212","7,605",787,"152,490","9,235",25,3,"9,206"
2019.09,동작구,"119,625","49,557","11,514","57,108",584,"2,088",128,"54,308","1,446",15,-,"1,431"
2019.09,관악구,"159,908","62,480","22,211","72,936",-,843,166,"71,926","2,282",14,-,"2,268"
2019.09,서초구,"301,352","64,601","18,582","217,077","37,241","1,976","1,172","176,688","1,093",283,10,800
2019.09,강남구,"411,760","82,530","11,158","316,600","4,072","5,008",865,"306,656","1,471",74,-,"1,397"
2019.09,송파구,"260,691","88,820","10,538","157,769","4,929","6,349",425,"146,066","3,563",83,1,"3,480"
2019.09,강동구,"137,368","51,377","6,130","77,437",-,"10,893",299,"66,245","2,424",120,1,"2,304"
2019.1,합계,"3,568,257","1,026,727","271,701","2,147,147","119,041","55,485","8,154","1,964,466","122,681",907,141,"121,633"
2019.1,종로구,"130,003","19,049","14,312","91,147",-,220,164,"90,764","5,495",4,39,"5,452"
2019.1,중구,"187,653","15,012","7,448","148,629",-,22,898,"147,709","16,564",2,11,"16,551"
2019.1,용산구,"105,764","29,984","22,526","51,798",545,507,65,"50,682","1,455",3,-,"1,452"
2019.1,성동구,"167,558","33,115","25,580","91,030","16,115","4,847",286,"69,783","17,832",34,19,"17,779"
2019.1,광진구,"121,938","34,790","7,134","77,522","23,491","5,143",289,"48,598","2,492",20,6,"2,466"
2019.1,동대문구,"107,665","37,848","9,992","53,828","4,785",760,332,"47,951","5,998",24,3,"5,971"
2019.1,중랑구,"82,328","37,995","2,452","37,387",119,471,185,"36,611","4,493",30,2,"4,461"
2019.1,성북구,"109,149","45,766","16,126","43,594",-,"1,469",125,"42,000","3,662",15,1,"3,646"
2019.1,강북구,"68,565","29,815","3,690","32,244",-,636,66,"31,541","2,816",8,0,"2,808"
2019.1,도봉구,"65,350","31,418","3,280","27,045",-,510,130,"26,405","3,608",22,-,"3,585"
2019.1,노원구,"112,929","50,021","11,396","48,717",-,"1,154",337,"47,227","2,795",28,-,"2,766"
2019.1,은평구,"108,377","47,210","5,576","54,428","10,813",755,182,"42,679","1,163",24,1,"1,138"
2019.1,서대문구,"94,558","32,450","22,545","38,287",-,"1,006",25,"37,256","1,275",5,0,"1,270"
2019.1,마포구,"166,205","42,769","10,548","111,009","1,228",783,668,"108,330","1,880",17,0,"1,863"
2019.1,양천구,"132,451","47,267","4,602","79,267",-,629,237,"78,402","1,315",17,10,"1,287"
2019.1,강서구,"195,920","61,939","21,019","108,707","2,627",441,293,"105,346","4,255",102,7,"4,146"
2019.1,구로구,"139,932","43,524","4,503","84,051","18,365",763,160,"64,764","7,854",20,31,"7,803"
2019.1,금천구,"122,014","23,750","1,680","77,429",-,311,156,"76,961","19,156",15,1,"19,140"
2019.1,영등포구,"201,711","43,880","11,543","138,237","1,897","7,536",688,"128,116","8,051",21,2,"8,028"
2019.1,동작구,"98,231","39,402","9,333","48,250",481,"2,110",105,"45,553","1,246",25,-,"1,221"
2019.1,관악구,"129,524","49,471","18,023","60,196",-,837,146,"59,214","1,834",11,-,"1,823"
2019.1,서초구,"248,483","51,446","15,587","180,534","30,816","1,971","1,076","146,670",916,234,7,675
2019.1,강남구,"341,156","67,143","9,047","263,714","3,347","5,216",833,"254,318","1,252",60,-,"1,192"
2019.1,송파구,"215,979","69,724","8,830","134,229","4,411","6,338",382,"123,098","3,196",70,0,"3,126"
2019.1,강동구,"114,814","41,937","4,930","65,868",-,"11,052",326,"54,490","2,079",95,1,"1,984"
2019.11,합계,"3,481,097","1,037,162","271,108","2,051,301","119,192","54,214","7,748","1,870,146","121,526","1,139",165,"120,222"
2019.11,종로구,"125,769","19,007","13,571","87,965",-,223,151,"87,591","5,226",5,38,"5,183"
2019.11,중구,"176,338","15,027","8,084","137,118",-,23,901,"136,194","16,109",2,11,"16,095"
2019.11,용산구,"101,369","29,866","21,005","49,182",484,519,63,"48,116","1,316",3,-,"1,313"
2019.11,성동구,"164,819","32,552","25,312","88,541","16,014","4,703",269,"67,555","18,414",34,24,"18,356"
2019.11,광진구,"120,058","35,029","7,708","74,883","22,969","4,921",315,"46,678","2,438",27,6,"2,406"
2019.11,동대문구,"104,152","37,572","9,580","51,224","4,604",768,95,"45,757","5,775",26,3,"5,746"
2019.11,중랑구,"81,706","38,824","2,600","35,978",136,481,190,"35,172","4,303",32,3,"4,269"
2019.11,성북구,"108,261","45,759","16,946","42,038",-,"1,467",135,"40,436","3,518",14,1,"3,504"
2019.11,강북구,"68,157","30,578","3,833","31,069",-,615,65,"30,389","2,677",9,0,"2,667"
2019.11,도봉구,"66,274","32,913","3,449","26,181",-,518,125,"25,537","3,731",26,-,"3,706"
2019.11,노원구,"113,638","52,435","11,551","46,966",-,"1,181",314,"45,471","2,686",30,-,"2,655"
2019.11,은평구,"107,302","47,883","5,861","52,465","11,007",883,185,"40,389","1,092",23,2,"1,067"
2019.11,서대문구,"93,232","32,971","22,337","36,699",-,"1,005",23,"35,671","1,225",6,0,"1,219"
2019.11,마포구,"157,675","43,058","10,696","102,185",879,795,567,"99,943","1,736",17,0,"1,719"
2019.11,양천구,"126,945","48,394","4,164","73,059",-,628,237,"72,193","1,328",15,16,"1,297"
2019.11,강서구,"191,940","61,322","21,428","104,879","2,702",449,302,"101,426","4,310",227,10,"4,074"
2019.11,구로구,"140,736","44,282","5,050","82,998","18,982",770,257,"62,990","8,406",21,39,"8,346"
2019.11,금천구,"121,593","24,184","1,870","76,354",-,319,150,"75,885","19,186",17,1,"19,168"
2019.11,영등포구,"192,012","43,899","11,028","129,396","1,972","7,302",648,"119,475","7,688",19,2,"7,667"
2019.11,동작구,"96,137","39,644","9,367","46,030",484,"2,023",101,"43,422","1,096",26,-,"1,070"
2019.11,관악구,"126,655","49,668","18,039","57,252",-,803,146,"56,303","1,696",13,-,"1,684"
2019.11,서초구,"240,432","51,414","14,508","173,529","31,497","1,939","1,003","139,090",981,284,7,691
2019.11,강남구,"333,967","66,629","9,333","256,727","3,131","5,094",808,"247,694","1,278",57,-,"1,221"
2019.11,송파구,"207,612","70,839","8,604","124,950","4,332","6,168",374,"114,076","3,220",101,0,"3,119"
2019.11,강동구,"114,320","43,414","5,184","63,633",-,"10,617",322,"52,694","2,089",106,1,"1,982"
2019.12,합계,"3,952,596","1,097,871","346,608","2,371,061","123,264","55,035","7,879","2,184,883","137,056","1,362",200,"135,493"
2019.12,종로구,"147,817","20,567","17,002","104,478",-,217,151,"104,109","5,770",9,48,"5,714"
2019.12,중구,"204,482","16,246","10,670","159,016",-,23,960,"158,033","18,550",3,16,"18,531"
2019.12,용산구,"115,339","32,223","24,018","57,650",486,513,73,"56,579","1,448",2,-,"1,445"
2019.12,성동구,"183,083","34,302","28,204","99,913","16,358","4,808",325,"78,422","20,664",38,30,"20,596"
2019.12,광진구,"134,306","37,100","10,267","84,176","24,651","5,321",307,"53,898","2,762",33,6,"2,723"
2019.12,동대문구,"119,411","39,977","12,924","60,032","4,455",748,156,"54,673","6,478",32,6,"6,441"
2019.12,중랑구,"92,753","41,370","4,433","42,101",181,469,176,"41,274","4,849",39,4,"4,807"
2019.12,성북구,"122,915","48,250","21,662","49,121",-,"1,457",122,"47,542","3,883",16,1,"3,866"
2019.12,강북구,"76,923","32,243","5,291","36,504",-,588,78,"35,838","2,886",11,1,"2,874"
2019.12,도봉구,"74,846","34,666","5,524","30,776",-,503,126,"30,147","3,879",36,-,"3,843"
2019.12,노원구,"128,844","55,078","17,090","53,819",-,"1,153",380,"52,285","2,858",35,-,"2,823"
2019.12,은평구,"119,054","50,851","8,701","58,301","11,054",791,193,"46,264","1,202",27,2,"1,174"
2019.12,서대문구,"106,356","35,244","27,007","42,739",-,995,21,"41,723","1,365",8,0,"1,357"
2019.12,마포구,"180,549","45,595","13,151","119,950",870,797,565,"117,718","1,853",18,0,"1,835"
2019.12,양천구,"137,821","50,431","6,129","79,602",-,612,224,"78,766","1,659",15,17,"1,626"
2019.12,강서구,"218,635","64,452","25,665","123,895","2,874",433,333,"120,255","4,624",107,9,"4,508"
2019.12,구로구,"159,613","46,994","7,022","95,975","20,407",759,207,"74,601","9,623",23,45,"9,555"
2019.12,금천구,"138,849","25,612","3,054","88,408",-,313,164,"87,932","21,775",22,1,"21,751"
2019.12,영등포구,"217,733","47,506","13,446","147,518","1,735","7,389",669,"137,726","9,263",20,6,"9,237"
2019.12,동작구,"107,141","41,257","12,574","52,165",372,"2,040",101,"49,652","1,146",29,-,"1,117"
2019.12,관악구,"142,089","52,073","23,690","64,399",-,812,137,"63,450","1,928",18,-,"1,910"
2019.12,서초구,"272,054","54,248","17,726","198,854","32,726","1,963",985,"163,179","1,226",415,7,803
2019.12,강남구,"391,715","70,894","12,440","306,904","2,743","5,386",826,"297,949","1,477",92,-,"1,385"
2019.12,송파구,"230,303","73,963","11,628","141,166","4,354","6,172",373,"130,268","3,546",158,0,"3,388"
2019.12,강동구,"129,965","46,730","7,291","73,600",-,"10,773",228,"62,599","2,344",158,2,"2,184"
